"","TAZ_ID","State","County","Town","RPA","Minority","Low_inc","Jobs30Hwy","Jobs60Trn","Retl30Hwy","Retl60Trn","HEdu20Hwy","HEdu40Trn","Heal20Hwy","Heal40Trn","TrnProdTm","TrnAttrTm","HwyProdTm","HwyAttrTm","JobsAccCmp","RetlAccCmp","HEduAccCmp","HealAccCmp","CongVMT_sqmi","TotalVMT_sqmi","TotalVHT_sqmi","CO_sqmi","NOX_sqmi","VOC_sqmi","CO2_sqmi"
"334",334,"MA","Suffolk","Boston","MAPC",0.954972592,0.651969981,451829,851571,55650,90702,4984,154064,2780,3447.833252,34.914188,35.202065,18.215097,17.86202,515198.3438,61206.63281,28616.99414,2885.868652,115853.5254,188363.1573,10852.33935,198.440173,7.169009,5.224169,59140.7685
"335",335,"MA","Suffolk","Boston","MAPC",0.976616915,0.623876765,457414,785049,56653,84001,8044,84761,2872,3110.5,37.854771,38.250111,16.726049,16.305796,501716.0938,60350.9375,18417.50977,2904.249512,2274.879785,14980.16903,683.037399,14.353844,0.617564,0.358571,4284.269302
"336",336,"MA","Suffolk","Boston","MAPC",0.982778416,0.58643617,456693,700697,58598,72580,4756,53053,2872,1349,40.40321,41.487926,16.8794,16.530888,487875.625,60384.83594,10928.13965,2677.367432,124341.2425,209699.9169,13479.08824,228.936132,7.739739,6.232811,69363.75148
"337",337,"MA","Suffolk","Boston","MAPC",0.984562607,0.602678571,451249,531810,57334,53398,4756,35368,2147,1251,44.697788,43.176544,18.572573,18.28396,461696.7188,56823.55469,8725.966797,2030.800781,132272.5773,183554.7514,13005.21999,209.609294,6.919651,5.805515,63966.09217
"338",338,"MA","Suffolk","Boston","MAPC",0.985041375,0.631818182,333655,348413,44250,34814,4756,0,1700,723,48.898212,44.373104,16.311182,15.776177,334974.0938,43406.60938,4330.908203,1612.675537,20483.12883,29532.61178,2108.721189,33.403833,1.304287,0.970339,10800.24659
"339",339,"MA","Suffolk","Boston","MAPC",0.982378855,0.749685535,272886,551435,39057,53780,9196,0,1700,759,44.676819,44.945484,18.178009,17.53447,301977.75,40594.67188,8235.568359,1601.721924,159367.651,229236.66,14552.63863,245.824556,9.511078,6.671909,75984.42419
"340",340,"MA","Suffolk","Boston","MAPC",0.983036228,0.742090784,381710,540268,49292,50480,8044,3227,2425,877,41.902515,41.439583,16.532,16.041809,402254.5625,49445.92969,7419.854492,2224.42334,53480.00511,74189.27718,3041.490716,65.533867,2.653674,1.656318,19320.09207
"341",341,"MA","Suffolk","Boston","MAPC",0.990650845,0.806754221,279356,441852,40971,41679,8044,0,2425,723,42.491135,44.967041,16.494572,15.9209,299371.5938,41058.20703,7053.17334,2215.354736,201405.8761,280077.5557,20864.06462,311.469557,10.863606,8.891443,97122.9268
"342",342,"MA","Suffolk","Boston","MAPC",0.984238179,0.618131868,248052,443781,35765,44849,9196,0,1700,759,43.054722,44.564777,17.585743,16.585051,272605.5625,36904.55859,8042.391113,1581.954468,335189.3703,483411.6434,34792.37008,548.828463,19.631848,15.658245,172372.3086
"343",343,"MA","Suffolk","Boston","MAPC",0.615769712,0.359028511,354854,912626,43399,99165,8272,161863,2411,4292.833496,34.054131,34.730824,20.603745,20.197392,450367.5313,52948.43359,34573.09375,2733.247559,200439.1011,233982.647,17964.19955,282.30887,13.827603,8.287145,95759.19146
"344",344,"MA","Suffolk","Boston","MAPC",0.658178257,0.450442478,332752,833412,42143,89011,8272,100223,2425,3844.833252,36.468105,36.969593,17.522905,17.038906,413050.9063,49659.97656,23019.66211,2652.72168,2917.574682,11417.6708,688.46435,12.927161,0.360995,0.323772,3584.887444
"345",345,"MA","Suffolk","Boston","MAPC",0.581749049,0.436194896,274536,887711,35663,96194,8272,160334,2503,4292.833496,35.779354,36.195496,19.167696,18.858986,368664,44955.06641,31614.91211,2777.755859,44223.77354,68123.68243,4535.609456,79.169121,3.381474,2.192091,25056.17075
"346",346,"MA","Suffolk","Boston","MAPC",0,0,271471,711153,36986,74770,8272,53053,2425,1349,49.370686,48.348202,30.143875,30.276968,314492.0625,40683.00781,12653.63477,2319.718018,109475.5003,153726.8059,9614.008748,164.744337,5.960074,4.419085,49759.40678
"347",347,"MA","Suffolk","Boston","MAPC",0.399113082,0.429268293,248443,841797,36959,90832,8272,99572,3034,3844.833252,39.599648,40.159054,23.408159,22.945246,337788.8438,45071.07422,22019.74023,3156.093506,164664.536,195573.6978,18441.40993,251.944697,12.450648,8.019197,90516.9925
"348",348,"MA","Suffolk","Boston","MAPC",0.403149606,0.371270718,240674,922877,37976,100394,5045,159683,3034,4981.833496,35.276249,37.348248,19.702209,19.581989,357362.4375,48652.37891,31495.29102,3367.169922,410035.9718,659256.1316,38527.78431,652.277233,26.193689,18.249284,204892.7964
"349",349,"MA","Suffolk","Boston","MAPC",0.561403509,0.666666667,223660,777035,34948,82054,5045,69370,2956,2821.5,45.827213,50.548874,29.021572,28.273308,271931.1875,39057.07813,10656.10156,2944.267334,16294.51495,22316.65245,863.359642,18.594882,0.767026,0.468358,5373.02078
"350",350,"MA","Suffolk","Boston","MAPC",0.989361702,0.694158076,213396,296447,34493,27908,4166,0,1990,0,50.719299,48.576065,19.243635,18.593449,222773.9219,33749.4375,3695.584473,1765.293579,0,0,0,0,0,0,0
"351",351,"MA","Suffolk","Boston","MAPC",0.8025,0.7375,215953,599178,36374,58824,5318,31727,1990,328,44.494255,46.512123,19.474142,19.451321,258610.4219,38872.94531,8257.630859,1805,131564.7485,225073.887,9021.616199,203.363978,8.122896,4.978894,57268.63442
"352",352,"MA","Suffolk","Boston","MAPC",0.984081865,0.64084507,215561,664134,36083,65372,5318,36101,2153,1425,40.325134,44.794006,20.218613,19.870243,268589.1563,39545.40625,8957.020508,2066.939209,127013.3864,189461.6844,11571.40445,201.494684,7.127111,5.382644,60793.81236
"353",353,"MA","Suffolk","Boston","MAPC",0.693469786,0.387434555,572264,895981,71004,96219,24398,62952,2399,1366,35.79142,38.004677,17.680008,18.162308,629044.875,75426.78906,31160.48242,2217.808838,215316.1988,268622.1728,27370.91048,352.563568,13.324901,11.162127,120825.3014
"354",354,"MA","Suffolk","Boston","MAPC",0.534693878,0.397435897,562106,933974,69662,103716,23844,167243,1590,1344,32.434383,33.84816,17.925915,18.542793,631161.125,75985.75781,50472.91406,1544.318237,29068.1297,40910.54419,2828.443111,48.857096,2.288171,1.465767,16529.98128
"355",355,"MA","Suffolk","Boston","MAPC",0,0,603840,931825,70136,103624,25983,170470,1635,1529,33.502621,34.163795,25.249083,25.274382,661875.6875,76061.57031,51549.42969,1616.243652,128589.763,219673.0352,16045.05648,253.875769,10.007115,7.275746,81553.83255
"356",356,"MA","Suffolk","Boston","MAPC",0.668048469,0.666132906,483889,879281,55956,94453,20617,81684,1414,1181,35.353146,36.090454,19.069174,18.832911,543226.5,61733.34375,29781.48828,1379.032959,0,2626.586997,131.964768,2.654422,0.091925,0.065034,745.931558
"357",357,"MA","Suffolk","Boston","MAPC",0,0,387259,816287,46200,88126,20617,32538,266,419,49.582489,51.080059,34.925987,34.338535,422175.1563,49612.12109,21587.18164,278.451782,61015.52782,103112.8764,8288.572904,124.490069,4.163899,3.741725,40548.77198
"358",358,"MA","Suffolk","Boston","MAPC",0.395622896,0.666666667,492979,890777,56833,95561,20617,87163,1414,1181,37.544399,38.136475,23.284761,23.691574,547122.9375,62104.23047,29674.51367,1382.286499,98071.2983,225219.6053,15454.96905,244.092521,8.795977,6.75645,75359.5169
"359",359,"MA","Suffolk","Boston","MAPC",0,0,595794,955907,68973,107233,25983,211319,1635,2602.5,32.529999,33.08395,29.138403,29.757572,669539.125,76808.01563,63936.74219,1833.127808,999969.7399,1204100.068,62109.29703,1194.105126,54.004058,31.18032,359094.7329
"360",360,"MA","Suffolk","Boston","MAPC",0.157153447,0.377473364,328721,913009,40091,99100,1885,154744,1188,1366,35.155552,36.127968,20.270355,19.139811,419560.3438,49265.13281,25650.00781,1215.673706,1025444.924,1091006.383,82292.09441,1185.163551,48.354558,36.87386,405817.6279
"361",361,"MA","Suffolk","Boston","MAPC",0.537804878,0.344155844,466491,924956,57916,101621,23844,154744,1753,919,35.187962,36.662716,18.224747,18.469585,547066.75,65597.21094,46849.82031,1606.423584,72099.84086,92258.66459,8542.16872,119.624279,4.766288,3.782443,41181.63815
"362",362,"MA","Suffolk","Boston","MAPC",0.743122977,0.455172414,323644,807206,40182,86617,5112,31216,1143,174,41.582489,43.433632,18.515139,18.733635,383493.375,45929.15625,8342.833008,1023.069031,121166.7586,159163.2465,15017.62301,196.642676,6.944215,5.957112,64600.72108
"363",363,"MA","Suffolk","Boston","MAPC",0.642797669,0.378378378,342078,906184,41821,97606,5112,154744,1188,1366,36.921692,37.725269,20.195032,20.176268,418098.0938,49338.70313,25276.71875,1211.987671,92006.97877,124732.4006,10519.84658,152.202383,5.605897,4.479115,49272.49418
"364",364,"MA","Suffolk","Boston","MAPC",0.950095359,0.50877193,325704,788590,40854,85361,5908,31216,1741,174,42.20924,42.901123,18.098223,18.077379,382278.25,46293.67578,9001.162109,1549.480103,118188.8778,155484.8911,14803.91436,196.796186,6.597159,5.972477,63944.82855
"365",365,"MA","Suffolk","Boston","MAPC",0.871786198,0.539086294,243415,867274,33243,92549,1885,79158,1188,919,39.639004,40.114182,19.852243,19.7934,309655.6563,39540.04297,10089.75977,1159.437866,185946.4672,239502.4976,19898.52224,280.557358,10.345924,8.171911,90227.58815
"366",366,"MA","Suffolk","Boston","MAPC",0.961761298,0.539347409,247457,740955,34916,78808,5908,7943,1578,174,43.946728,45.151817,18.14426,17.649426,299508.9375,39545.52734,6122.642578,1429.912231,142218.4576,206140.3919,15700.97422,239.551034,8.495299,6.828324,75279.11037
"367",367,"MA","Suffolk","Boston","MAPC",0.888196338,0.534591195,235578,800620,33120,86590,2030,31216,1306,174,42.026077,42.567009,17.53899,16.998169,303399.25,39537.93359,5533.15625,1170.127563,0,0,0,0,0,0,0
"368",368,"MA","Suffolk","Boston","MAPC",0.935007974,0.498762376,208814,894924,30767,95977,2030,87163,1306,1181,37.016193,37.765121,18.046795,17.601496,311791.6875,40554.31641,14807.54199,1287.238892,38601.99356,57268.74933,3406.27114,61.914877,2.281528,1.620774,18436.34807
"369",369,"MA","Suffolk","Boston","MAPC",0.9519283,0.504595588,220233,884413,32419,95153,5318,81684,1306,1181,37.266476,38.291016,16.809191,16.365726,316290.75,41491.97656,16362.51856,1287.921753,14700.7267,20255.25806,1297.017039,22.795441,0.819346,0.616565,6940.089085
"370",370,"MA","Suffolk","Boston","MAPC",0.973428835,0.538239538,231109,773751,33970,82255,5969,8678,1578,174,41.609169,44.41497,17.72435,16.985996,294484.5,39609.23828,6285.38623,1414.025757,64432.79544,93529.08851,6222.802791,106.083372,3.533447,2.863697,31838.78217
"371",371,"MA","Suffolk","Boston","MAPC",0.984500267,0.662938106,224616,171084,34103,18648,8044,0,1700,723,48.452831,46.251793,16.857065,15.744596,218697.2188,32394.20703,7154.610352,1591.977417,57275.04291,84614.79638,5776.795175,92.848949,3.266898,2.602315,28412.77884
"372",372,"MA","Suffolk","Boston","MAPC",0.982733103,0.688888889,214303,431750,33033,47180,5318,733,1428,174,47.069908,45.169216,17.693689,16.971304,237502.3281,34542.33594,4828.828125,1294.211304,92507.51314,132884.925,7198.450806,136.065327,4.969371,3.551322,40417.35672
"373",373,"MA","Suffolk","Boston","MAPC",0.983753889,0.54707113,220024,808355,33185,87537,5318,31216,1306,548,41.110928,42.063755,17.99181,17.623312,291264.4688,39766.43359,8453.964844,1214.214478,62204.54655,84107.71793,5575.122289,96.199423,3.119785,2.60488,28809.79009
"374",374,"MA","Suffolk","Boston","MAPC",0.802045728,0.356187291,212778,885999,33800,95109,5318,81684,1306,1181,37.27866,38.44957,17.573622,17.298635,304868.3438,42186.49609,15764.15723,1288.901123,0,37308.97586,1880.124999,38.527757,1.310803,0.939565,10771.35036
"375",375,"MA","Suffolk","Boston","MAPC",0.756372258,0.358208955,206285,898227,32236,95919,5318,87163,1188,1181,36.728252,37.661736,18.034058,17.860115,301032.1875,40956.07031,16524.98438,1187.041504,7466.97732,33662.91807,1759.605128,34.832967,1.249549,0.860076,9907.06472
"376",376,"MA","Suffolk","Boston","MAPC",0.831182796,0.422360248,212194,916014,31109,99390,5318,154744,1188,1366,37.031166,37.639297,21.841942,21.833679,321154.25,41679.76563,28451.03906,1215.556641,134289.2512,185299.6914,13591.02181,218.201119,7.890675,6.249831,69074.29971
"377",377,"MA","Suffolk","Boston","MAPC",0.445730825,0.422794118,213674,845227,32221,90221,2030,56786,1204,623,43.271538,43.625404,22.017351,21.953592,283309.7813,38616.14453,8067.459473,1139.938354,86519.33308,130213.0624,8093.027232,141.016212,5.199558,3.866256,43371.24562
"378",378,"MA","Suffolk","Boston","MAPC",0.384087791,0.42662116,230545,803906,33438,86714,2030,31216,1204,593,44.018345,44.400017,19.95384,19.96533,295557.1563,39478.85156,5339.338867,1134.719971,712209.5191,775153.7376,47688.25478,755.935701,32.722032,21.63312,245836.0415
"379",379,"MA","Suffolk","Boston","MAPC",0.995431008,0.643106457,210501,448212,34290,48500,5318,0,1428,0,47.306499,48.314957,18.1367,17.678772,233614.0313,35671.66016,4800.921875,1289.153198,68233.01144,115810.6471,5635.376298,110.773564,4.259565,2.836541,32608.49901
"380",380,"MA","Suffolk","Boston","MAPC",0.969529086,0.457142857,210332,799893,35610,86274,5318,31216,1188,174,42.263081,42.722862,18.978899,18.725449,273558.4688,41043.375,8095.386719,1079.255249,50868.58378,66100.41271,3790.394164,69.689872,2.582477,1.81619,20774.35624
"381",381,"MA","Suffolk","Boston","MAPC",0.685905225,0.449067432,208864,847629,35345,90269,5318,56786,1188,623,38.482021,39.952984,18.106054,17.798931,296801.8438,42906.30859,12403.52344,1110.217285,77850.06043,125037.2515,7960.533698,134.03104,5.028683,3.657418,41330.37527
"382",382,"MA","Suffolk","Boston","MAPC",0.88268685,0.46057572,205327,904679,33036,96886,5318,87163,1188,1181,36.637993,37.91967,19.81534,19.587402,312436.9375,42815.01172,17853.05273,1186.927979,77361.58328,133571.4659,6471.99629,130.779952,4.80458,3.272122,37785.7872
"383",383,"MA","Suffolk","Boston","MAPC",0.764017252,0.424794895,203807,844761,31526,90240,5318,56786,1188,623,40.916416,41.717819,18.007374,17.519861,288317.2188,39267.48047,12104.08887,1113.504272,77433.43801,133721.8449,7417.072054,140.136108,4.910915,3.666709,41460.45451
"384",384,"MA","Suffolk","Boston","MAPC",0.784257749,0.382448537,208757,837299,34340,89529,5318,53895,465,623,40.525379,42.07571,18.416204,18.244564,294788.5313,41893.98047,11966.96484,486.62616,0,0,0,0,0,0,0
"385",385,"MA","Suffolk","Boston","MAPC",0.5917603,0.387860082,206105,698468,32598,75049,5318,733,481,174,45.764179,46.225594,17.910282,17.747831,260038.2031,37248.0625,4815.761719,447.371399,30644.88019,35213.00334,1541.930321,32.56298,1.210202,0.827398,9520.311097
"386",386,"MA","Suffolk","Boston","MAPC",0.305150215,0.323974082,213765,607405,33272,66915,5318,733,481,174,48.549877,48.884064,18.863503,18.997492,249290.9688,36308.27344,4904.20459,453.293304,73970.04083,132037.056,6999.842812,129.515894,4.581679,3.366879,38140.83233
"387",387,"MA","Suffolk","Boston","MAPC",0.25748503,0.262589928,203003,429186,32145,47041,5318,733,481,174,57.350883,57.737457,24.362139,24.865698,216843.9063,33056.53516,5037.427734,462.213562,1086856.469,1231342.447,78906.44714,1220.032108,54.543822,37.268863,419448.0864
"388",388,"MA","Suffolk","Boston","MAPC",0.986724076,0.563535912,210076,561866,33764,53567,5318,28645,1428,328,43.152779,46.768642,17.22843,16.867714,249997.0625,36011.23828,7965.143066,1303.172241,59770.86198,104929.8192,5703.573811,108.58676,3.936364,2.813694,32021.46079
"389",389,"MA","Suffolk","Boston","MAPC",0.960717336,0.451046025,209542,493013,34557,50630,5318,878,705,210,46.845715,47.809677,18.391214,18.002666,239257.4531,36241.88672,4852.567871,653.110596,3288.234402,31096.24352,1482.767372,29.754922,1.094767,0.748651,8703.849602
"390",390,"MA","Suffolk","Boston","MAPC",0.943913043,0.427490542,207285,659784,34375,72491,5318,733,465,174,45.302895,46.078732,17.81671,17.594612,256864.3906,38551.29297,4815.630859,433.115723,11974.52983,14441.32092,772.329547,14.910717,0.520386,0.377597,4300.586296
"391",391,"MA","Suffolk","Boston","MAPC",0.823043267,0.427927928,221915,871093,37180,93634,5318,78604,465,919,38.908852,40.107933,17.893589,17.820955,313693.0313,45161.22656,15678.86231,529.184631,88651.48027,144940.4868,8017.61161,151.067511,5.649204,3.949424,45182.87134
"392",392,"MA","Suffolk","Boston","MAPC",0.464803679,0.351443124,220453,874522,36097,93856,5318,79337,481,1273,37.5373,38.781132,17.794231,17.766212,316034.25,44537.51172,16134.63672,596.73761,71422.12377,122889.6983,6993.459129,128.068053,4.898461,3.371992,38534.58942
"393",393,"MA","Suffolk","Boston","MAPC",0.117672229,0.305327869,211700,749542,34191,79054,5318,8678,481,174,44.146667,44.479755,18.8256,18.986084,262895.4375,38461.36719,5637.827148,451.777618,33086.93901,103310.5227,4373.090984,93.864063,4.104386,2.328037,27311.29906
"394",394,"MA","Suffolk","Boston","MAPC",0.115333035,0.314033366,216116,743616,36226,78707,5318,2872,481,174,44.236897,45.460728,19.658024,19.539309,267459.0938,40360.79688,5079.92334,451.118805,386951.0196,491195.9783,27519.94133,475.477188,20.749828,13.189046,150810.2831
"395",395,"MA","Suffolk","Boston","MAPC",0.413875598,0.353914002,220067,796178,36573,86069,5318,30483,465,0,44.737835,45.580456,22.089622,22.368092,282373.4375,41925.99609,8039.595703,414.710236,70627.01583,106455.1027,4763.705272,102.203212,3.968146,2.539595,29518.67983
"396",396,"MA","Suffolk","Boston","MAPC",0,0,17774,0,2522,0,0,0,0,0,0,0,59.063984,58.688282,17774,2522,0,0,0,0.005537,0.000277,5e-06,0,0,0.001526
"397",397,"MA","Suffolk","Boston","MAPC",0,0,87463,0,16044,0,1152,0,179,0,7.777559,65.061066,39.34922,39.063816,87384.23438,16029.55078,1150.962524,178.838806,0,0,0,0,0,0,0
"398",398,"MA","Suffolk","Boston","MAPC",0.694183865,0,52477,0,8475,0,1152,0,0,0,0,0,44.333839,43.808147,52477,8475,1152,0,0,1981.698561,66.056644,1.61964,0.088579,0.038445,479.554224
"399",399,"MA","Suffolk","Boston","MAPC",0,0,4038,0,1085,0,0,0,0,0,0,0,98.521469,94.211678,4038,1085,0,0,0,0,0,0,0,0,0
"400",400,"MA","Suffolk","Boston","MAPC",0.791965567,0.509708738,218318,571447,35407,60333,5318,733,465,174,46.35754,47.074898,17.263939,17.054934,252960.0469,37852.25,4868.210449,436.45282,126491.8848,201465.1268,7729.249966,174.189812,7.423482,4.286827,50633.49509
"401",401,"MA","Suffolk","Boston","MAPC",0.770482604,0.418230563,224804,714538,37046,77450,5318,2872,465,174,46.095394,45.601894,18.790714,18.870287,269282.2813,40715.54297,5095.851074,438.570984,94529.9565,128528.597,7628.503512,130.941944,4.731308,3.483664,39084.24368
"402",402,"MA","Suffolk","Boston","MAPC",0.945159485,0.671936759,213310,428960,35557,42473,5318,733,465,174,51.05003,52.401207,19.093313,19.639362,234613.3125,36240.20313,4865.063965,436.253113,39724.88231,48708.30149,2141.544304,45.697207,1.798657,1.128208,13087.74945
"403",403,"MA","Suffolk","Boston","MAPC",0.985677083,0.729003359,211554,420638,34692,40163,5318,733,465,210,47.833843,49.72184,18.572937,18.608252,232018.6094,35227.48438,4869.231934,440.041229,79952.40193,109382.3071,4730.098115,104.060801,4.226824,2.537407,29597.01112
"404",404,"MA","Suffolk","Boston","MAPC",0.991162029,0.612840467,209328,582396,33746,56482,5318,31872,1428,328,40.405499,44.772358,17.693033,16.860239,251138.6875,36294.08203,8293.974609,1304.720215,335410.8388,450481.7369,22586.07339,433.968999,16.876328,11.437196,129656.2793
"405",405,"MA","Suffolk","Boston","MAPC",0.990808241,0.353053435,218926,550942,36479,53225,5318,31727,2153,328,43.545586,48.659439,17.745329,17.480614,258643.1406,38482.22656,8477.155273,1934.685913,54182.99143,79360.07641,2842.510519,67.549753,2.865339,1.660085,19534.61862
"406",406,"MA","Suffolk","Boston","MAPC",0.978391357,0.556424581,212607,337804,34648,34125,4166,878,705,210,49.628578,54.844658,18.899746,18.711479,224331.9219,34599.01953,3858.072266,658.642334,67103.28579,121091.2686,5504.607868,110.088304,4.476677,2.766203,32031.82008
"407",407,"MA","Suffolk","Boston","MAPC",0.968169761,0.614285714,231132,692336,38225,74003,4166,2872,1190,302,40.96838,42.734905,19.830658,20.515306,286822.375,42545.19141,4009.749268,1082.774048,133318.4205,245330.4667,9443.483761,226.954498,9.561165,5.321849,61151.23677
"408",408,"MA","Suffolk","Boston","MAPC",0.974115931,0.486486486,215960,422668,35838,44898,4166,878,1190,174,48.071583,48.462467,17.837984,17.604706,235385.0313,36689.39453,3857.015625,1094.523193,238.938348,52303.71563,1268.778007,40.354039,2.278924,0.897328,10978.41989
"409",409,"MA","Suffolk","Boston","MAPC",0.970676441,0.425090253,221171,467526,37453,48029,4166,733,465,174,49.872326,51.006054,21.126068,20.615154,243679.7813,38419.29688,3852.336182,438.41214,34617.48652,82856.71366,2681.879567,68.783289,3.278894,1.627724,19391.93339
"410",410,"MA","Suffolk","Boston","MAPC",0.961127308,0.376313276,222552,290910,38505,27789,4166,878,1721,174,51.95554,55.584717,18.273321,17.887178,228082.0469,37638.09375,3900.006104,1595.85022,36875.57573,68473.18359,2357.687126,58.201134,2.686945,1.379569,16418.3326
"411",411,"MA","Suffolk","Boston","MAPC",0.881962187,0.356932153,228010,345275,39920,33172,4166,145,1680,36,50.849621,53.559902,20.097456,19.820038,238411.5469,39321.44141,3809.331787,1534.174927,25266.87581,48512.99587,2028.007406,43.133686,1.891781,1.094916,12831.38676
"412",412,"MA","Suffolk","Boston","MAPC",0.82751938,0.429742389,229109,505783,39634,46683,4166,145,1798,154,47.120441,51.032227,18.360128,18.165861,259550.75,40409.58203,3723.579102,1617.114624,15778.22723,117988.883,4992.187573,103.267652,4.603051,2.649557,30865.31533
"413",413,"MA","Suffolk","Boston","MAPC",0.539586919,0.327624721,236082,59058,41097,5509,4166,145,1876,0,63.645199,60.63232,19.20188,19.250713,224579.4375,38784.58594,3904.72583,1754.102295,5913.288922,8029.784013,896.7806,11.156665,0.345171,0.368072,3895.082432
"414",414,"MA","Suffolk","Boston","MAPC",0.89362566,0.454773869,231344,133093,39597,14698,4166,145,1558,0,54.374065,55.316391,18.09059,17.989981,223933.1563,37718.92578,3862.705078,1440.483643,47563.52824,87191.87335,3582.753138,78.119943,3.02023,1.909889,22083.95324
"415",415,"MA","Suffolk","Boston","MAPC",0.82591944,0.412565445,242368,171313,41625,18332,4166,145,1558,36,50.916409,54.405502,18.826675,18.939224,236053.9219,39555.13672,3808.685303,1422.751831,96834.87371,112486.1504,6230.557853,118.973453,4.725103,3.206361,36287.31554
"416",416,"MA","Suffolk","Boston","MAPC",0.700840336,0.364478764,260298,372316,43732,37350,4166,31951,1558,0,56.333801,50.833523,19.075354,19.177229,268965.4688,43238.1875,6315.882324,1437.44873,22257.95345,43695.67843,2035.041429,41.385676,1.452939,1.044593,11865.07656
"417",417,"MA","Suffolk","Boston","MAPC",0.716910033,0.428571429,259955,435866,42261,45578,4166,43276,1646,0,53.447392,49.62775,21.188597,21.400501,273388.7813,42514.3125,7152.709473,1520.300171,106224.4835,151985.7379,7753.747527,149.270782,6.497406,3.920382,45202.01682
"418",418,"MA","Suffolk","Boston","MAPC",0.455700124,0.308370044,254269,391094,42129,38354,4166,3288,921,0,57.948311,57.819267,21.075615,20.743366,262053.9688,41914.21094,4116.044434,868.597656,3638.585497,26298.82553,936.5545,22.288356,0.973309,0.535221,6287.620336
"419",419,"MA","Suffolk","Boston","MAPC",0.728920742,0.307221542,253007,524681,41145,50046,4166,30311,921,0,56.752934,56.140625,19.820581,19.52121,268006.7813,41636.44922,5609.529785,870.149353,2038.672164,83593.38127,2448.84876,66.945197,3.53409,1.544357,18751.08318
"420",420,"MA","Suffolk","Boston","MAPC",0.479268293,0.278481013,271139,303117,43932,29693,3433,30311,747,0,65.141464,62.39056,23.737034,23.812433,273385.875,42931.53516,5321.508301,694.51416,41801.46302,68994.09575,3045.193193,63.425689,2.958415,1.628371,18882.71731
"421",421,"MA","Suffolk","Boston","MAPC",0.443364123,0.399014778,255215,493999,41507,49092,3433,30311,873.5,0,63.271801,63.97345,23.902927,24.289402,269715.6563,41967.61328,5065.222168,820.454895,40300.13931,71084.12523,2819.063819,63.695343,2.769396,1.556049,18299.36739
"422",422,"MA","Suffolk","Boston","MAPC",0.861022755,0.506371563,218503,91257,38566,9083,3433,0,1598.5,0,63.177868,65.887947,20.596941,20.580694,213258.4844,37350.84375,3291.506836,1532.616943,18959.46639,49300.13912,1827.324385,42.514057,1.595222,1.031051,11797.63728
"423",423,"MA","Suffolk","Boston","MAPC",0.480791618,0.31792976,208173,734634,34568,77035,4166,65089,1798,2386.5,43.584717,43.70433,18.036732,18.141928,265196.75,39167.82031,10764.88672,1861.743408,26365.97118,112759.1545,6453.037789,108.390713,4.529315,3.039103,34373.88168
"424",424,"MA","Suffolk","Boston","MAPC",0.782511211,0.370904325,213152,638218,36530,60750,4166,35368,1798,528,44.869022,48.328033,19.734346,19.992603,248215.6875,38527.91016,6739.852539,1693.237671,97721.19802,177550.6406,8390.798841,170.402335,6.77014,4.33674,49955.63074
"425",425,"MA","Suffolk","Boston","MAPC",0.764891519,0.414187643,225497,676687,35629,67274,5045,39090,3034,2074,44.507496,47.962555,19.278223,19.701775,269871.8125,38741.30859,8393.34668,2939.583252,72742.37787,95816.91958,3684.304647,83.600331,4.278222,2.077384,25410.01246
"426",426,"MA","Suffolk","Boston","MAPC",0.532404181,0.4,239261,505683,40745,47561,4166,0,1876,36,46.311737,51.414955,17.720583,18.39193,263119.6875,41355.39063,3792.925781,1711.224121,55591.14535,73846.2683,4799.793184,82.587683,3.635416,2.295322,26130.10774
"427",427,"MA","Suffolk","Boston","MAPC",0.445069668,0.361386139,242176,506567,41437,47994,4817,0,1876,36,49.287819,52.400627,17.375475,18.287874,267615.875,42067.91797,4353.504883,1698.953979,95141.31535,154334.1146,7467.6204,146.842844,6.232931,3.804755,44234.706
"428",428,"MA","Suffolk","Boston","MAPC",0.7708061,0.588297872,228751,148542,39301,18435,4952,0,1702,36,54.208637,56.397377,17.862831,18.803051,222760.875,37742.69141,4582.176758,1577.580444,21104.75008,40410.99073,2041.851277,39.48805,1.650233,1.056986,12138.02595
"429",429,"MA","Suffolk","Boston","MAPC",0.206119163,0.277264325,234293,326266,39843,29853,5913,0,1876,883,52.293194,50.838348,19.145489,20.541178,241059.0625,39108.07813,5478.004395,1802.948975,36683.47621,52101.76182,3766.739034,59.365122,2.095883,1.667662,18457.73909
"430",430,"MA","Suffolk","Boston","MAPC",0.423242468,0.323529412,238032,541938,40659,51686,5685,0,1876,879,46.138168,50.116997,18.95179,20.39395,266018.1875,41674.45313,5161.478027,1784.187988,62361.43386,86803.60031,5874.788202,92.633096,4.364653,2.644665,30383.19937
"431",431,"MA","Suffolk","Boston","MAPC",0.303290415,0.280227596,224316,313881,36296,32183,5685,0,1876,761,54.297997,54.245201,18.267311,19.237995,231788.5781,35952.84375,5210.688965,1782.973145,109028.1013,201156.4799,6973.619245,168.60447,7.862154,4.089141,48623.77705
"432",432,"MA","Suffolk","Boston","MAPC",0.165566277,0.283314021,232347,189317,36557,19282,5913,0,1876,761,56.605392,53.804459,18.617041,19.853062,229298.3438,35333.06641,5494.064453,1797.002441,62261.3756,143981.3846,6313.461684,130.414871,5.129655,3.348975,38105.28993
