TAZ_ID,pop_pct_min,pop_pct_non-min,pop_pct_low,pop_pct_non_low,dif_CO_sqmi,dif_CongVMT,dif_Retl60Trn,dif_Jobs60Trn,dif_HEdu40Trn,dif_Heal40Trn,dif_HwyAttrTm,dif_TrnAttrTm,dif_HwyProdTm,dif_TrnProdTm
2357,0.044728435,0.955271565,0.182692308,0.817307692,-0.07255599999999873,-12.071969999999055,0,0,0,0,0.006296000000002522,0.019599999999996953,4.8699999999968213e-4,0.021354000000002316
2358,0.124645892,0.875354108,0.194148936,0.805851064,-1.131890999999996,-1218.3350999999675,0,0,0,0,0.0017430000000011603,0.0176620000000014,-4.1699999999877946e-4,0.016463999999999146
2359,0.065382666,0.934617334,0.195840555,0.804159445,-0.010776999999999148,-0.39804899999990084,0,0,0,0,0.001764000000001431,0,8.280000000020493e-4,0
2360,0.0875,0.9125,0.21875,0.78125,-0.006413000000000224,0,0,0,0,0,0.0014970000000005257,0,0.0024589999999982126,0
2361,0.117936118,0.882063882,0.198473282,0.801526718,-0.09414699999999954,-19.974809999999707,0,0,0,0,0.0016420000000003654,0.008891999999995903,6.239999999984036e-4,0.020759000000012406
2362,0.048716261,0.951283739,0.191304348,0.808695652,-0.07579400000000014,0,0,0,0,0,0.0021310000000021034,0,0.0015410000000031232,0
2363,0.190962099,0.809037901,0.186588921,0.813411079,-0.023748000000001213,5.245548000000099,0,0,0,0,-0.001758999999999844,0.003135999999997807,0.0013349999999974216,0.01185999999999865
2364,0.128116939,0.871883061,0.328657315,0.671342685,0.005255999999999261,-2.6089560000000347,0,0,0,0,0.0011840000000020723,0.008621000000005097,-1.239999999995689e-4,0.006934999999998581
2365,0.062925852,0.937074148,0.324324324,0.675675676,-0.03309099999999887,-28.824429999998756,0,0,0,0,2.0100000000056184e-4,-0.0025940000000019836,0.001428000000000651,-0.0013959999999997308
2366,0.107468124,0.892531876,0.328042328,0.671957672,-0.021531999999998774,-22.18717199999992,0,0,0,0,-1.850000000018781e-4,-0.003094000000004371,0.0014989999999990289,4.5099999999820284e-4
2367,0.083667799,0.916332201,0.324696356,0.675303644,0.007607000000000141,-3.341089000000011,0,0,0,0,-0.0023380000000017276,-0.0022349999999988768,0.0017479999999991946,-0.005531000000004838
2368,0.078709677,0.921290323,0.205346294,0.794653706,-0.0492480000000004,3.1634970000004614,0,0,0,0,-0.002769999999998163,0,-0.007293999999998135,0
2369,0.077313975,0.922686025,0.298050139,0.701949861,-0.040931000000000495,-21.16599000000133,0,0,0,0,2.609999999982904e-4,0,-0.003264000000001488,0
2370,0.174190971,0.825809029,0.299003322,0.700996678,0.0077779999999991745,0,0,0,0,0,1.1100000000041632e-4,0,-0.0047570000000014545,0
2371,0.152986266,0.847013734,0.206239168,0.793760832,0.03251500000000007,0,0,0,0,0,0.0010639999999995098,0,-0.005236999999997494,0
