"","TAZ_ID","State","County","Town","RPA","pop_pct_min","pop_pct_non-min","pop_pct_low","pop_pct_non_low","nb_Jobs60Trn","nb_Retl60Trn","nb_HEdu40Trn","nb_Heal40Trn","nb_TrnProdTm","nb_TrnAttrTm","nb_HwyProdTm","nb_HwyAttrTm","nb_CongVMT_sqmi","nb_CO_sqmi","b_Jobs60Trn","b_Retl60Trn","b_HEdu40Trn","b_Heal40Trn","b_TrnProdTm","b_TrnAttrTm","b_HwyProdTm","b_HwyAttrTm","b_CongVMT_sqmi","b_CO_sqmi"
"334",334,"MA","Suffolk","Boston","MAPC",0.954972592,0.045027408,0.651969981,0.348030019,851571,90702,154064,3447.833252,34.919724,35.20396,18.191301,17.860929,116515.0394,202.189398,851571,90702,154064,3447.833252,34.914188,35.202065,18.215097,17.86202,115853.5254,198.440173
"335",335,"MA","Suffolk","Boston","MAPC",0.976616915,0.023383085,0.623876765,0.376123235,785049,84001,84761,3110.5,37.852745,38.250744,16.695177,16.310783,2208.816084,14.005424,785049,84001,84761,3110.5,37.854771,38.250111,16.726049,16.305796,2274.879785,14.353844
"336",336,"MA","Suffolk","Boston","MAPC",0.982778416,0.017221584,0.58643617,0.41356383,700453,72515,53053,1349,40.439503,41.521923,16.860256,16.519823,124589.1279,231.084331,700697,72580,53053,1349,40.40321,41.487926,16.8794,16.530888,124341.2425,228.936132
"337",337,"MA","Suffolk","Boston","MAPC",0.984562607,0.015437393,0.602678571,0.397321429,531566,53333,35368,1251,44.69817,43.152309,18.546721,18.268717,132581.3181,210.530779,531810,53398,35368,1251,44.697788,43.176544,18.572573,18.28396,132272.5773,209.609294
"338",338,"MA","Suffolk","Boston","MAPC",0.985041375,0.014958625,0.631818182,0.368181818,350021,35405,0,723,48.922775,44.747612,16.309151,15.774803,20541.99046,33.664515,348413,34814,0,723,48.898212,44.373104,16.311182,15.776177,20483.12883,33.403833
"339",339,"MA","Suffolk","Boston","MAPC",0.982378855,0.017621145,0.749685535,0.250314465,551435,53780,0,759,44.652096,44.965767,18.174721,17.523783,150438.8449,251.916091,551435,53780,0,759,44.676819,44.945484,18.178009,17.53447,159367.651,245.824556
"340",340,"MA","Suffolk","Boston","MAPC",0.983036228,0.016963772,0.742090784,0.257909216,540268,50480,3227,877,41.938297,41.452656,16.521152,16.041203,53790.00285,66.092854,540268,50480,3227,877,41.902515,41.439583,16.532,16.041809,53480.00511,65.533867
"341",341,"MA","Suffolk","Boston","MAPC",0.990650845,0.009349155,0.806754221,0.193245779,442360,41979,0,723,42.496143,45.000484,16.498884,15.91293,202811.345,313.678358,441852,41679,0,723,42.491135,44.967041,16.494572,15.9209,201405.8761,311.469557
"342",342,"MA","Suffolk","Boston","MAPC",0.984238179,0.015761821,0.618131868,0.381868132,443781,44849,0,759,43.050282,44.574745,17.610346,16.579517,336105.9025,551.107142,443781,44849,0,759,43.054722,44.564777,17.585743,16.585051,335189.3703,548.828463
"343",343,"MA","Suffolk","Boston","MAPC",0.615769712,0.384230288,0.359028511,0.640971489,917639,99658,161863,4292.833496,34.0163,34.727978,20.561115,20.192696,198003.9728,284.999234,912626,99165,161863,4292.833496,34.054131,34.730824,20.603745,20.197392,200439.1011,282.30887
"344",344,"MA","Suffolk","Boston","MAPC",0.658178257,0.341821743,0.450442478,0.549557522,833412,89011,100223,3844.833252,36.471161,36.966625,17.47842,17.036808,2897.005513,13.025645,833412,89011,100223,3844.833252,36.468105,36.969593,17.522905,17.038906,2917.574682,12.927161
"345",345,"MA","Suffolk","Boston","MAPC",0.581749049,0.418250951,0.436194896,0.563805104,887711,96194,160334,4292.833496,35.76997,36.19154,19.12756,18.84285,44356.46978,78.764252,887711,96194,160334,4292.833496,35.779354,36.195496,19.167696,18.858986,44223.77354,79.169121
"346",346,"MA","Suffolk","Boston","MAPC",0,1,0,1,710909,74705,53053,1349,49.343109,48.277458,30.059446,30.24111,108793.6678,167.000813,711153,74770,53053,1349,49.370686,48.348202,30.143875,30.276968,109475.5003,164.744337
"347",347,"MA","Suffolk","Boston","MAPC",0.399113082,0.600886918,0.429268293,0.570731707,841797,90832,99572,3844.833252,39.616772,40.168957,23.370653,22.917112,162938.5106,254.557258,841797,90832,99572,3844.833252,39.599648,40.159054,23.408159,22.945246,164664.536,251.944697
"348",348,"MA","Suffolk","Boston","MAPC",0.403149606,0.596850394,0.371270718,0.628729282,927655,100881,159683,4981.833496,35.291485,37.369236,19.663042,19.541525,413210.8407,664.958658,922877,100394,159683,4981.833496,35.276249,37.348248,19.702209,19.581989,410035.9718,652.277233
"349",349,"MA","Suffolk","Boston","MAPC",0.561403509,0.438596491,0.666666667,0.333333333,777431,82123,69370,2821.5,45.855652,50.561462,28.97146,28.233593,16627.91851,18.956058,777035,82054,69370,2821.5,45.827213,50.548874,29.021572,28.273308,16294.51495,18.594882
"350",350,"MA","Suffolk","Boston","MAPC",0.989361702,0.010638298,0.694158076,0.305841924,296447,27908,0,0,50.710907,48.512177,19.237562,18.583557,0,0,296447,27908,0,0,50.719299,48.576065,19.243635,18.593449,0,0
"351",351,"MA","Suffolk","Boston","MAPC",0.8025,0.1975,0.7375,0.2625,599178,58824,31727,328,44.473087,46.541695,19.439672,19.434278,131058.5408,204.547692,599178,58824,31727,328,44.494255,46.512123,19.474142,19.451321,131564.7485,203.363978
"352",352,"MA","Suffolk","Boston","MAPC",0.984081865,0.015918135,0.64084507,0.35915493,663633,65267,36101,1425,40.29388,44.756283,20.19566,19.84799,124804.1594,200.652811,664134,65372,36101,1425,40.325134,44.794006,20.218613,19.870243,127013.3864,201.494684
"353",353,"MA","Suffolk","Boston","MAPC",0.693469786,0.306530214,0.387434555,0.612565445,895981,96219,62952,1366,35.801556,38.012821,17.668726,18.159124,216100.5963,354.642449,895981,96219,62952,1366,35.79142,38.004677,17.680008,18.162308,215316.1988,352.563568
"354",354,"MA","Suffolk","Boston","MAPC",0.534693878,0.465306122,0.397435897,0.602564103,938987,104209,167243,1344,32.459209,33.868389,17.915562,18.549463,29235.48885,49.256311,933974,103716,167243,1344,32.434383,33.84816,17.925915,18.542793,29068.1297,48.857096
"355",355,"MA","Suffolk","Boston","MAPC",0,1,0,1,936838,104117,170470,1529,33.518597,34.167343,25.212738,25.25462,128080.7458,253.65204,931825,103624,170470,1529,33.502621,34.163795,25.249083,25.274382,128589.763,253.875769
"356",356,"MA","Suffolk","Boston","MAPC",0.668048469,0.331951531,0.666132906,0.333867094,879281,94453,81684,1181,35.372189,36.107647,19.064909,18.847034,0,2.674984,879281,94453,81684,1181,35.353146,36.090454,19.069174,18.832911,0,2.654422
"357",357,"MA","Suffolk","Boston","MAPC",0,1,0,1,816287,88126,32538,419,49.660454,51.149136,34.953602,34.693768,60604.65374,123.824358,816287,88126,32538,419,49.582489,51.080059,34.925987,34.338535,61015.52782,124.490069
"358",358,"MA","Suffolk","Boston","MAPC",0.395622896,0.604377104,0.666666667,0.333333333,891279,95565,87163,1181,37.536503,38.115685,23.234871,23.671179,98158.22664,243.974392,890777,95561,87163,1181,37.544399,38.136475,23.284761,23.691574,98071.2983,244.092521
"359",359,"MA","Suffolk","Boston","MAPC",0,1,0,1,960920,107726,211319,2602.5,32.534542,33.068466,29.075541,29.721256,1002830.13,1191.586417,955907,107233,211319,2602.5,32.529999,33.08395,29.138403,29.757572,999969.7399,1194.105126
"360",360,"MA","Suffolk","Boston","MAPC",0.157153447,0.842846553,0.377473364,0.622526636,913009,99100,154744,1366,35.146355,36.114986,20.25893,19.140959,1024254.315,1184.824267,913009,99100,154744,1366,35.155552,36.127968,20.270355,19.139811,1025444.924,1185.163551
"361",361,"MA","Suffolk","Boston","MAPC",0.537804878,0.462195122,0.344155844,0.655844156,925458,101625,154744,919,35.199402,36.691223,18.216961,18.470995,73013.43132,120.889915,924956,101621,154744,919,35.187962,36.662716,18.224747,18.469585,72099.84086,119.624279
"362",362,"MA","Suffolk","Boston","MAPC",0.743122977,0.256877023,0.455172414,0.544827586,806962,86552,31216,174,41.607399,43.442471,18.519899,18.73151,121793.8439,197.017977,807206,86617,31216,174,41.582489,43.433632,18.515139,18.733635,121166.7586,196.642676
"363",363,"MA","Suffolk","Boston","MAPC",0.642797669,0.357202331,0.378378378,0.621621622,906184,97606,154744,1366,36.931225,37.741093,20.189619,20.166729,93117.02833,153.734005,906184,97606,154744,1366,36.921692,37.725269,20.195032,20.176268,92006.97877,152.202383
"364",364,"MA","Suffolk","Boston","MAPC",0.950095359,0.049904641,0.50877193,0.49122807,788346,85296,31216,174,42.229275,42.854542,18.097931,18.070961,119811.0608,200.042616,788590,85361,31216,174,42.20924,42.901123,18.098223,18.077379,118188.8778,196.796186
"365",365,"MA","Suffolk","Boston","MAPC",0.871786198,0.128213802,0.539086294,0.460913706,867274,92549,79158,919,39.64209,40.121742,19.848516,19.784603,188297.4939,283.041983,867274,92549,79158,919,39.639004,40.114182,19.852243,19.7934,185946.4672,280.557358
"366",366,"MA","Suffolk","Boston","MAPC",0.961761298,0.038238702,0.539347409,0.460652591,740454,78703,7943,174,43.957325,45.163513,18.150461,17.64275,143004.5249,240.865467,740955,78808,7943,174,43.946728,45.151817,18.14426,17.649426,142218.4576,239.551034
"367",367,"MA","Suffolk","Boston","MAPC",0.888196338,0.111803662,0.534591195,0.465408805,800376,86525,31216,174,42.024021,42.571663,17.556435,16.992666,0,0,800620,86590,31216,174,42.026077,42.567009,17.53899,16.998169,0,0
"368",368,"MA","Suffolk","Boston","MAPC",0.935007974,0.064992026,0.498762376,0.501237624,894924,95977,87163,1181,36.971912,37.768368,18.049891,17.596407,38540.04057,61.949683,894924,95977,87163,1181,37.016193,37.765121,18.046795,17.601496,38601.99356,61.914877
"369",369,"MA","Suffolk","Boston","MAPC",0.9519283,0.0480717,0.504595588,0.495404412,884413,95153,81684,1181,37.225998,38.296387,16.832785,16.358303,14663.77827,22.75648,884413,95153,81684,1181,37.266476,38.291016,16.809191,16.365726,14700.7267,22.795441
"370",370,"MA","Suffolk","Boston","MAPC",0.973428835,0.026571165,0.538239538,0.461760462,773507,82190,8678,174,41.600765,44.406799,17.779148,16.979225,67545.70834,107.491628,773751,82255,8678,174,41.609169,44.41497,17.72435,16.985996,64432.79544,106.083372
"371",371,"MA","Suffolk","Boston","MAPC",0.984500267,0.015499733,0.662938106,0.337061894,169008,18520,0,723,48.489807,46.28783,16.895245,15.737473,57150.20477,92.687246,171084,18648,0,723,48.452831,46.251793,16.857065,15.744596,57275.04291,92.848949
"372",372,"MA","Suffolk","Boston","MAPC",0.982733103,0.017266897,0.688888889,0.311111111,431750,47180,733,174,47.059639,45.175957,17.736,16.964762,92294.66438,135.627403,431750,47180,733,174,47.069908,45.169216,17.693689,16.971304,92507.51314,136.065327
"373",373,"MA","Suffolk","Boston","MAPC",0.983753889,0.016246111,0.54707113,0.45292887,808111,87472,31216,548,41.118992,42.064392,18.023733,17.620687,64703.52264,97.310702,808355,87537,31216,548,41.110928,42.063755,17.99181,17.623312,62204.54655,96.199423
"374",374,"MA","Suffolk","Boston","MAPC",0.802045728,0.197954272,0.356187291,0.643812709,885999,95109,81684,1181,37.272381,38.44022,17.607491,17.291983,0,38.697741,885999,95109,81684,1181,37.27866,38.44957,17.573622,17.298635,0,38.527757
"375",375,"MA","Suffolk","Boston","MAPC",0.756372258,0.243627742,0.358208955,0.641791045,898227,95919,87163,1181,36.701824,37.647076,18.02183,17.854788,7444.201214,35.1134,898227,95919,87163,1181,36.728252,37.661736,18.034058,17.860115,7466.97732,34.832967
"376",376,"MA","Suffolk","Boston","MAPC",0.831182796,0.168817204,0.422360248,0.577639752,916014,99390,154744,1366,37.039314,37.636005,21.825958,21.806993,133483.8446,217.642441,916014,99390,154744,1366,37.031166,37.639297,21.841942,21.833679,134289.2512,218.201119
"377",377,"MA","Suffolk","Boston","MAPC",0.445730825,0.554269175,0.422794118,0.577205882,844992,90215,56786,623,43.292553,43.604073,21.987778,21.927853,88033.96306,142.667191,845227,90221,56786,623,43.271538,43.625404,22.017351,21.953592,86519.33308,141.016212
"378",378,"MA","Suffolk","Boston","MAPC",0.384087791,0.615912209,0.42662116,0.57337884,803662,86649,31216,593,44.051914,44.389954,19.932781,19.958822,709137.2941,755.740595,803906,86714,31216,593,44.018345,44.400017,19.95384,19.96533,712209.5191,755.935701
"379",379,"MA","Suffolk","Boston","MAPC",0.995431008,0.004568992,0.643106457,0.356893543,448212,48500,0,0,47.287346,48.331993,18.209932,17.66329,69853.16605,111.301993,448212,48500,0,0,47.306499,48.314957,18.1367,17.678772,68233.01144,110.773564
"380",380,"MA","Suffolk","Boston","MAPC",0.969529086,0.030470914,0.457142857,0.542857143,799649,86209,31216,174,42.227077,42.690681,18.971079,18.671904,50836.93552,69.357121,799893,86274,31216,174,42.263081,42.722862,18.978899,18.725449,50868.58378,69.689872
"381",381,"MA","Suffolk","Boston","MAPC",0.685905225,0.314094775,0.449067432,0.550932568,847629,90269,56786,623,38.478359,39.949112,18.141319,17.771927,91723.05913,135.26104,847629,90269,56786,623,38.482021,39.952984,18.106054,17.798931,77850.06043,134.03104
"382",382,"MA","Suffolk","Boston","MAPC",0.88268685,0.11731315,0.46057572,0.53942428,904679,96886,87163,1181,36.633038,37.903908,19.832701,19.57093,77115.80228,130.582392,904679,96886,87163,1181,36.637993,37.91967,19.81534,19.587402,77361.58328,130.779952
"383",383,"MA","Suffolk","Boston","MAPC",0.764017252,0.235982748,0.424794895,0.575205105,844761,90240,56786,623,40.936207,41.721096,18.018995,17.506245,71869.73997,140.480848,844761,90240,56786,623,40.916416,41.717819,18.007374,17.519861,77433.43801,140.136108
"384",384,"MA","Suffolk","Boston","MAPC",0.784257749,0.215742251,0.382448537,0.617551463,837299,89529,53895,623,40.512852,42.060249,18.435127,18.2264,0,0,837299,89529,53895,623,40.525379,42.07571,18.416204,18.244564,0,0
"385",385,"MA","Suffolk","Boston","MAPC",0.5917603,0.4082397,0.387860082,0.612139918,698224,74984,733,174,45.766956,46.221535,17.92952,17.738997,31301.36958,33.107595,698468,75049,733,174,45.764179,46.225594,17.910282,17.747831,30644.88019,32.56298
"386",386,"MA","Suffolk","Boston","MAPC",0.305150215,0.694849785,0.323974082,0.676025918,607161,66850,733,174,48.537487,48.8508,18.863445,18.991825,74432.56525,130.622217,607405,66915,733,174,48.549877,48.884064,18.863503,18.997492,73970.04083,129.515894
"387",387,"MA","Suffolk","Boston","MAPC",0.25748503,0.74251497,0.262589928,0.737410072,429186,47041,733,174,57.40704,57.768742,24.352253,24.850718,1083185.161,1220.217709,429186,47041,733,174,57.350883,57.737457,24.362139,24.865698,1086856.469,1220.032108
"388",388,"MA","Suffolk","Boston","MAPC",0.986724076,0.013275924,0.563535912,0.436464088,561866,53567,28645,328,43.128532,46.774883,17.281651,16.844667,71532.83423,109.536054,561866,53567,28645,328,43.152779,46.768642,17.22843,16.867714,59770.86198,108.58676
"389",389,"MA","Suffolk","Boston","MAPC",0.960717336,0.039282664,0.451046025,0.548953975,493013,50630,878,210,46.848721,47.835869,18.420038,17.996634,5476.819475,29.72104,493013,50630,878,210,46.845715,47.809677,18.391214,18.002666,3288.234402,29.754922
"390",390,"MA","Suffolk","Boston","MAPC",0.943913043,0.056086957,0.427490542,0.572509458,660677,72499,733,174,45.298588,46.082081,17.894588,17.586582,12082.39289,14.992375,659784,72491,733,174,45.302895,46.078732,17.81671,17.594612,11974.52983,14.910717
"391",391,"MA","Suffolk","Boston","MAPC",0.823043267,0.176956733,0.427927928,0.572072072,871093,93634,78604,919,38.898647,40.072948,17.91716,17.79052,89022.6325,151.488771,871093,93634,78604,919,38.908852,40.107933,17.893589,17.820955,88651.48027,151.067511
"392",392,"MA","Suffolk","Boston","MAPC",0.464803679,0.535196321,0.351443124,0.648556876,874522,93856,79337,1273,37.5341,38.787476,17.796434,17.752016,72117.99382,129.195215,874522,93856,79337,1273,37.5373,38.781132,17.794231,17.766212,71422.12377,128.068053
"393",393,"MA","Suffolk","Boston","MAPC",0.117672229,0.882327771,0.305327869,0.694672131,749298,78989,8678,174,44.134972,44.459961,18.820436,18.973827,32821.77502,94.24762,749542,79054,8678,174,44.146667,44.479755,18.8256,18.986084,33086.93901,93.864063
"394",394,"MA","Suffolk","Boston","MAPC",0.115333035,0.884666965,0.314033366,0.685966634,743115,78602,2872,174,44.24176,45.397636,19.631237,19.506653,387744.8298,475.807762,743616,78707,2872,174,44.236897,45.460728,19.658024,19.539309,386951.0196,475.477188
"395",395,"MA","Suffolk","Boston","MAPC",0.413875598,0.586124402,0.353914002,0.646085998,795934,86004,30483,0,44.693298,45.529743,22.034637,22.287849,69474.94565,102.619412,796178,86069,30483,0,44.737835,45.580456,22.089622,22.368092,70627.01583,102.203212
"396",396,"MA","Suffolk","Boston","MAPC",0,1,0,1,0,0,0,0,0,0,58.856041,57.833206,0,6e-06,0,0,0,0,0,0,59.063984,58.688282,0,5e-06
"397",397,"MA","Suffolk","Boston","MAPC",0,1,0,1,0,0,0,0,7.797668,65.035706,39.269138,39.042877,0,0,0,0,0,0,7.777559,65.061066,39.34922,39.063816,0,0
"398",398,"MA","Suffolk","Boston","MAPC",0.694183865,0.305816135,0,1,0,0,0,0,0,0,44.309937,43.792503,0,1.619083,0,0,0,0,0,0,44.333839,43.808147,0,1.61964
"399",399,"MA","Suffolk","Boston","MAPC",0,1,0,1,0,0,0,0,0,0,98.467979,94.204292,0,0,0,0,0,0,0,0,98.521469,94.211678,0,0
"400",400,"MA","Suffolk","Boston","MAPC",0.791965567,0.208034433,0.509708738,0.490291262,571447,60333,733,174,46.373516,47.085579,17.310812,17.041794,127388.3671,176.180288,571447,60333,733,174,46.35754,47.074898,17.263939,17.054934,126491.8848,174.189812
"401",401,"MA","Suffolk","Boston","MAPC",0.770482604,0.229517396,0.418230563,0.581769437,714294,77385,2872,174,46.095192,45.602612,18.813169,18.857506,89395.13244,131.361525,714538,77450,2872,174,46.095394,45.601894,18.790714,18.870287,94529.9565,130.941944
"402",402,"MA","Suffolk","Boston","MAPC",0.945159485,0.054840515,0.671936759,0.328063241,428960,42473,733,174,51.043816,52.39576,19.121109,19.631664,39593.46347,45.428832,428960,42473,733,174,51.05003,52.401207,19.093313,19.639362,39724.88231,45.697207
"403",403,"MA","Suffolk","Boston","MAPC",0.985677083,0.014322917,0.729003359,0.270996641,420638,40163,733,210,47.818413,49.723846,18.578678,18.583862,80615.91752,103.715556,420638,40163,733,210,47.833843,49.72184,18.572937,18.608252,79952.40193,104.060801
"404",404,"MA","Suffolk","Boston","MAPC",0.991162029,0.008837971,0.612840467,0.387159533,582396,56482,31872,328,40.34013,44.720711,17.728878,16.841984,337191.229,436.775856,582396,56482,31872,328,40.405499,44.772358,17.693033,16.860239,335410.8388,433.968999
"405",405,"MA","Suffolk","Boston","MAPC",0.990808241,0.009191759,0.353053435,0.646946565,550942,53225,31727,328,43.539352,48.656677,17.735743,17.472498,54781.39845,68.215809,550942,53225,31727,328,43.545586,48.659439,17.745329,17.480614,54182.99143,67.549753
"406",406,"MA","Suffolk","Boston","MAPC",0.978391357,0.021608643,0.556424581,0.443575419,337804,34125,878,210,49.655613,54.858715,18.859995,18.701881,66680.2682,110.318675,337804,34125,878,210,49.628578,54.844658,18.899746,18.711479,67103.28579,110.088304
"407",407,"MA","Suffolk","Boston","MAPC",0.968169761,0.031830239,0.614285714,0.385714286,692092,73938,2872,302,40.956699,42.722965,19.810419,20.506226,132995.4169,226.74591,692336,74003,2872,302,40.96838,42.734905,19.830658,20.515306,133318.4205,226.954498
"408",408,"MA","Suffolk","Boston","MAPC",0.974115931,0.025884069,0.486486486,0.513513514,422668,44898,878,174,48.105835,48.50663,17.784513,17.601128,241.251199,40.317301,422668,44898,878,174,48.071583,48.462467,17.837984,17.604706,238.938348,40.354039
"409",409,"MA","Suffolk","Boston","MAPC",0.970676441,0.029323559,0.425090253,0.574909747,467526,48029,733,174,49.869221,51.008015,21.083412,20.609894,35772.58129,68.188635,467526,48029,733,174,49.872326,51.006054,21.126068,20.615154,34617.48652,68.783289
"410",410,"MA","Suffolk","Boston","MAPC",0.961127308,0.038872692,0.376313276,0.623686724,290910,27789,878,174,51.980137,55.666084,18.221033,17.879988,36411.188,57.988781,290910,27789,878,174,51.95554,55.584717,18.273321,17.887178,36875.57573,58.201134
"411",411,"MA","Suffolk","Boston","MAPC",0.881962187,0.118037813,0.356932153,0.643067847,345275,33172,145,36,50.894836,53.611763,20.04306,19.817905,25357.75409,43.361443,345275,33172,145,36,50.849621,53.559902,20.097456,19.820038,25266.87581,43.133686
"412",412,"MA","Suffolk","Boston","MAPC",0.82751938,0.17248062,0.429742389,0.570257611,505783,46683,145,154,47.13121,51.05373,18.296982,18.162785,15971.49367,103.882521,505783,46683,145,154,47.120441,51.032227,18.360128,18.165861,15778.22723,103.267652
"413",413,"MA","Suffolk","Boston","MAPC",0.539586919,0.460413081,0.327624721,0.672375279,69538,5957,145,0,63.156582,60.735161,19.110453,19.258118,5955.954841,11.619648,59058,5509,145,0,63.645199,60.63232,19.20188,19.250713,5913.288922,11.156665
"414",414,"MA","Suffolk","Boston","MAPC",0.89362566,0.10637434,0.454773869,0.545226131,133093,14698,145,0,54.397079,55.34827,18.035461,17.988171,46347.65683,78.226292,133093,14698,145,0,54.374065,55.316391,18.09059,17.989981,47563.52824,78.119943
"415",415,"MA","Suffolk","Boston","MAPC",0.82591944,0.17408056,0.412565445,0.587434555,171313,18332,145,36,50.913158,54.398926,18.778984,18.940004,96596.91827,119.978222,171313,18332,145,36,50.916409,54.405502,18.826675,18.939224,96834.87371,118.973453
"416",416,"MA","Suffolk","Boston","MAPC",0.700840336,0.299159664,0.364478764,0.635521236,374794,37811,31951,0,56.300644,50.810276,19.02512,19.181353,22354.95812,41.553076,372316,37350,31951,0,56.333801,50.833523,19.075354,19.177229,22257.95345,41.385676
"417",417,"MA","Suffolk","Boston","MAPC",0.716910033,0.283089967,0.428571429,0.571428571,438094,45956,43276,0,53.426277,49.608265,21.145809,21.399605,105253.1403,148.447323,435866,45578,43276,0,53.447392,49.62775,21.188597,21.400501,106224.4835,149.270782
"418",418,"MA","Suffolk","Boston","MAPC",0.455700124,0.544299876,0.308370044,0.691629956,393322,38732,3288,0,58.027309,57.825771,21.028454,20.738113,3667.442809,22.385988,391094,38354,3288,0,57.948311,57.819267,21.075615,20.743366,3638.585497,22.288356
"419",419,"MA","Suffolk","Boston","MAPC",0.728920742,0.271079258,0.307221542,0.692778458,524681,50046,30311,0,56.794983,56.12191,19.774519,19.518499,2030.721132,67.283315,524681,50046,30311,0,56.752934,56.140625,19.820581,19.52121,2038.672164,66.945197
"420",420,"MA","Suffolk","Boston","MAPC",0.479268293,0.520731707,0.278481013,0.721518987,305345,30071,30311,0,65.104805,62.384205,23.685341,23.80513,41443.1389,63.733637,303117,29693,30311,0,65.141464,62.39056,23.737034,23.812433,41801.46302,63.425689
"421",421,"MA","Suffolk","Boston","MAPC",0.443364123,0.556635877,0.399014778,0.600985222,496227,49470,30311,0,63.259686,63.954655,23.852783,24.284,40081.44201,64.35277,493999,49092,30311,0,63.271801,63.97345,23.902927,24.289402,40300.13931,63.695343
"422",422,"MA","Suffolk","Boston","MAPC",0.861022755,0.138977245,0.506371563,0.493628437,91257,9083,0,0,63.222496,65.847366,20.53371,20.584862,19177.50649,41.905076,91257,9083,0,0,63.177868,65.887947,20.596941,20.580694,18959.46639,42.514057
"423",423,"MA","Suffolk","Boston","MAPC",0.480791618,0.519208382,0.31792976,0.68207024,736535,77616,65089,2386.5,43.544987,43.754372,17.987989,18.132109,26273.64746,108.38589,734634,77035,65089,2386.5,43.584717,43.70433,18.036732,18.141928,26365.97118,108.390713
"424",424,"MA","Suffolk","Boston","MAPC",0.782511211,0.217488789,0.370904325,0.629095675,637974,60685,35368,528,44.880058,48.335869,19.689938,19.984026,97981.25867,170.877535,638218,60750,35368,528,44.869022,48.328033,19.734346,19.992603,97721.19802,170.402335
"425",425,"MA","Suffolk","Boston","MAPC",0.764891519,0.235108481,0.414187643,0.585812357,719286,74572,53704,2789,43.80294,47.979286,19.181032,19.678976,73120.12165,84.15682,676687,67274,39090,2074,44.507496,47.962555,19.278223,19.701775,72742.37787,83.600331
"426",426,"MA","Suffolk","Boston","MAPC",0.532404181,0.467595819,0.4,0.6,543433,51783,0,879,45.907597,51.46545,17.631584,18.408936,55817.63543,85.148155,505683,47561,0,36,46.311737,51.414955,17.720583,18.39193,55591.14535,82.587683
"427",427,"MA","Suffolk","Boston","MAPC",0.445069668,0.554930332,0.361386139,0.638613861,544414,52025,0,879,48.792889,52.444447,17.273783,18.304264,96091.0829,149.749148,506567,47994,0,36,49.287819,52.400627,17.375475,18.287874,95141.31535,146.842844
"428",428,"MA","Suffolk","Boston","MAPC",0.7708061,0.2291939,0.588297872,0.411702128,217728,22992,0,36,53.823879,56.525703,17.790461,18.81591,21144.63724,39.568267,148542,18435,0,36,54.208637,56.397377,17.862831,18.803051,21104.75008,39.48805
"429",429,"MA","Suffolk","Boston","MAPC",0.206119163,0.793880837,0.277264325,0.722735675,341528,31716,0,847,52.152569,50.701622,19.063694,20.543785,36655.75463,59.625989,326266,29853,0,883,52.293194,50.838348,19.145489,20.541178,36683.47621,59.365122
"430",430,"MA","Suffolk","Boston","MAPC",0.423242468,0.576757532,0.323529412,0.676470588,563177,54177,30994,879,45.786587,50.138157,18.862957,20.404367,62682.7581,93.825616,541938,51686,0,879,46.138168,50.116997,18.95179,20.39395,62361.43386,92.633096
"431",431,"MA","Suffolk","Boston","MAPC",0.303290415,0.696709585,0.280227596,0.719772404,364942,36546,0,761,53.785702,54.302357,18.18136,19.244488,108656.8466,169.34835,313881,32183,0,761,54.297997,54.245201,18.267311,19.237995,109028.1013,168.60447
"432",432,"MA","Suffolk","Boston","MAPC",0.165566277,0.834433723,0.283314021,0.716685979,226567,21723,0,725,56.440422,53.673347,18.54328,19.859701,68730.06447,130.293701,189317,19282,0,761,56.605392,53.804459,18.617041,19.853062,62261.3756,130.414871
"433",433,"MA","Suffolk","Boston","MAPC",0.10726257,0.89273743,0.300643087,0.699356913,19879,3039,0,122,68.731155,67.727745,25.636126,28.150387,72731.16042,134.166163,19879,3039,0,122,68.517433,68.132423,25.7034,28.156664,70678.11534,133.821783
"434",434,"MA","Suffolk","Boston","MAPC",0.42008547,0.57991453,0.549227799,0.450772201,27608,6002,0,0,65.714577,73.114037,19.627459,20.361612,82603.88978,117.580512,27608,6002,0,0,66.20089,73.027031,19.690126,20.365688,82335.28198,116.604616
"435",435,"MA","Suffolk","Boston","MAPC",0.309196617,0.690803383,0.322738386,0.677261614,32510,6870,0,531,64.10952,63.992504,19.061111,19.921062,27657.8601,35.692435,32173,6767,0,531,64.510178,63.894974,19.118708,19.919809,27569.19875,35.563554
"436",436,"MA","Suffolk","Boston","MAPC",0.225941423,0.774058577,0.308184143,0.691815857,23475,5670,0,0,71.942207,76.58802,20.618179,20.969908,61116.36768,101.016116,23475,5670,0,0,72.245537,76.354218,20.683538,20.963348,60863.77125,100.864096
"437",437,"MA","Suffolk","Boston","MAPC",0.207492795,0.792507205,0.285714286,0.714285714,26018,4552,0,531,73.186295,66.746605,21.816885,22.399118,140639.1682,231.000171,26018,4552,0,531,73.192741,66.737503,21.842342,22.400427,139824.7823,228.631812
"438",438,"MA","Suffolk","Boston","MAPC",0.201737071,0.798262929,0.283894449,0.716105551,31212,4981,0,531,59.938602,58.006847,19.416784,20.008888,62042.57737,106.310443,31757,5247,0,531,59.892563,57.867039,19.465019,19.997656,61770.24377,106.098704
