"","TAZ_ID","State","County","Town","RPA","pop_pct_min","pop_pct_non-min","pop_pct_low","pop_pct_non_low","nb_Jobs60Trn","nb_Retl60Trn","nb_HEdu40Trn","nb_Heal40Trn","nb_TrnProdTm","nb_TrnAttrTm","nb_HwyProdTm","nb_HwyAttrTm","nb_CongVMT_sqmi","nb_CO_sqmi","b_Jobs60Trn","b_Retl60Trn","b_HEdu40Trn","b_Heal40Trn","b_TrnProdTm","b_TrnAttrTm","b_HwyProdTm","b_HwyAttrTm","b_CongVMT_sqmi","b_CO_sqmi"
"917",917,"MA","Middlesex","Belmont","MAPC",0.137669377,0.862330623,0.179844961,0.820155039,87709,12410,0,0,56.065643,49.416973,16.424614,16.413137,47813.64964,83.767884,87002,12340,0,0,56.19035,49.456486,16.458445,16.41802,44780.53237,80.995885
"918",918,"MA","Middlesex","Belmont","MAPC",0.100725222,0.899274778,0.202733485,0.797266515,398025,40484,0,0,55.518784,54.720512,16.71896,16.565845,100327.7089,206.556347,397525,40425,0,0,55.550083,54.746117,16.749107,16.571554,100133.0943,204.622511
"919",919,"MA","Middlesex","Belmont","MAPC",0.154700222,0.845299778,0.203991131,0.796008869,13717,2317,0,0,68.270401,62.70845,16.233027,15.742549,8087.744125,13.559028,13717,2317,0,0,68.475838,62.783699,16.258509,15.75693,8018.970915,13.663401
"920",920,"MA","Middlesex","Belmont","MAPC",0.194362018,0.805637982,0.314878893,0.685121107,313396,27817,0,0,54.422474,50.980209,20.08787,19.826159,25459.66276,43.841709,316121,27846,0,0,54.160168,50.875919,20.114813,19.828472,25040.08804,43.393441
"921",921,"MA","Middlesex","Belmont","MAPC",0.228941685,0.771058315,0.314285714,0.685714286,544207,62455,6273,283,50.062431,47.881344,16.206606,15.946239,359437.9646,521.594701,546656,62467,6273,169,49.381863,47.779213,16.228045,15.952122,357638.0899,508.018548
"922",922,"MA","Middlesex","Watertown","MAPC",0.28238806,0.71761194,0.347826087,0.652173913,94590,14220,87,197,49.405842,49.225426,22.207924,22.091003,16417.70332,25.738232,94590,14220,87,197,49.405479,49.224152,22.257118,22.100679,16299.80853,25.378469
"923",923,"MA","Middlesex","Watertown","MAPC",0.253588517,0.746411483,0.353556485,0.646443515,102610,14571,0,0,52.913021,53.473213,19.324244,19.4086,176327.2262,314.92223,102610,14571,0,0,52.903637,53.479954,19.362188,19.418186,176038.8545,305.953327
"924",924,"MA","Middlesex","Watertown","MAPC",0.115079365,0.884920635,0.349206349,0.650793651,72281,9748,0,0,54.022007,52.181999,18.800802,18.69285,6142.352275,6.749498,72281,9748,0,0,53.964203,52.185547,18.834944,18.701601,6050.951974,6.65282
"925",925,"MA","Middlesex","Watertown","MAPC",0.161403509,0.838596491,0.14416476,0.85583524,60212,9689,0,0,57.130089,56.003029,17.538521,17.372026,146742.7499,218.701799,61109,9717,0,0,57.210426,55.996937,17.589096,17.37936,146202.6386,216.329638
"926",926,"MA","Middlesex","Watertown","MAPC",0.240574506,0.759425494,0.146428571,0.853571429,68066,11098,0,0,56.296673,54.264103,18.970919,18.501345,327624.4792,500.370413,68066,11098,0,0,56.372131,54.257893,19.018625,18.503902,327038.4911,501.208422
"927",927,"MA","Middlesex","Watertown","MAPC",0.154136917,0.845863083,0.145683453,0.854316547,63040,10543,0,0,52.933098,55.021614,18.425253,18.200113,36402.31078,111.266277,63040,10543,0,0,52.988079,55.053864,18.480061,18.208977,34716.82196,109.637083
"928",928,"MA","Middlesex","Watertown","MAPC",0.224838412,0.775161588,0.350622407,0.649377593,69625,11397,87,197,51.37426,51.526512,18.736443,18.752842,4338.345632,29.449346,69625,11397,87,197,51.384056,51.532417,18.77541,18.759132,3650.531601,29.207898
"929",929,"MA","Middlesex","Watertown","MAPC",0.124425476,0.875574524,0.221914008,0.778085992,72489,10729,87,197,51.517639,50.830166,15.869405,15.679587,44057.4361,64.456704,71468,10245,87,197,51.570248,50.827236,15.905136,15.68244,43171.69465,62.903697
"930",930,"MA","Middlesex","Watertown","MAPC",0.13253012,0.86746988,0.178193146,0.821806854,58529,9540,0,169,58.02755,57.207928,16.297285,15.977304,28139.82719,43.217827,57173,9247,0,169,58.149284,57.264137,16.358391,15.989857,25562.29512,41.482758
"931",931,"MA","Middlesex","Watertown","MAPC",0.10978836,0.89021164,0.173981191,0.826018809,72036,10979,0,169,59.101563,56.073269,15.713531,15.422134,13213.7607,24.995936,72036,10979,0,169,59.121342,56.097569,15.768052,15.429465,12869.11632,24.08701
"932",932,"MA","Middlesex","Watertown","MAPC",0.221428571,0.778571429,0.250677507,0.749322493,59416,10263,0,0,56.203514,55.048405,16.444283,16.103279,109799.8965,173.199895,59416,10263,0,0,56.264832,55.062397,16.500881,16.110065,108408.7701,170.358242
"933",933,"MA","Middlesex","Watertown","MAPC",0.30976431,0.69023569,0.25,0.75,56462,10553,0,0,56.295193,53.551029,15.847361,15.77062,64779.04359,97.450018,57359,10581,0,0,56.318459,53.568779,15.911577,15.779082,64388.58534,97.196573
"934",934,"MA","Middlesex","Watertown","MAPC",0.168674699,0.831325301,0.259615385,0.740384615,69299,11531,0,0,54.515381,52.403065,22.179819,22.68992,95340.35038,148.966795,69299,11531,0,0,54.598557,52.427643,22.227526,22.702396,94969.32524,148.890569
"935",935,"MA","Middlesex","Watertown","MAPC",0.196462715,0.803537285,0.198396794,0.801603206,67169,10526,0,0,57.255768,55.095787,19.310537,18.493141,143216.8962,219.305939,65801,10526,0,0,57.362221,55.092621,19.349522,18.498711,138561.7161,212.386645
"936",936,"MA","Middlesex","Watertown","MAPC",0.200257152,0.799742848,0.241402562,0.758597438,142876,21525,0,169,54.426392,56.632057,15.897526,15.583687,33587.0259,82.532442,142876,21525,0,169,54.427811,56.358116,15.964417,15.591841,33020.86635,80.302798
"937",937,"MA","Middlesex","Watertown","MAPC",0.128486511,0.871513489,0.249162011,0.750837989,114137,15970,0,169,57.961895,58.810516,16.010233,15.747449,2008.481975,30.670733,113671,15964,0,169,57.995369,58.830368,16.07725,15.756977,2005.633238,30.298141
"938",938,"MA","Middlesex","Watertown","MAPC",0.166415889,0.833584111,0.249818972,0.750181028,39914,8459,0,0,61.173588,59.010963,16.568253,16.353642,11818.82497,49.141006,39914,8459,0,0,61.218193,58.823647,16.630619,16.358545,9107.518928,48.310153
"939",939,"MA","Middlesex","Watertown","MAPC",0.359633028,0.640366972,0.252459016,0.747540984,43736,9717,0,0,61.613125,57.611717,21.233673,21.106564,60899.66162,124.382921,43736,9717,0,0,61.629471,57.626984,21.287605,21.126286,69358.31749,123.650658
"940",940,"MA","Middlesex","Lexington","MAPC",0.346368715,0.653631285,0.224038462,0.775961538,7277,956,0,0,90.649521,82.984268,19.019611,18.473553,46555.02783,71.725806,7277,956,0,0,90.676781,82.985794,19.088232,18.48229,46680.25158,71.845528
"941",941,"MA","Middlesex","Lexington","MAPC",0.485472155,0.514527845,0.226837061,0.773162939,11716,2628,0,0,131.003189,86.023346,23.48888,23.224007,25658.91497,48.642927,11716,2628,0,0,131.880081,85.910721,23.530512,23.232864,25539.99821,48.569077
"942",942,"MA","Middlesex","Lexington","MAPC",0.298245614,0.701754386,0.23255814,0.76744186,6657,833,0,0,109.166908,92.32016,33.42971,33.513977,168191.8823,294.137904,6657,833,0,0,109.753532,92.35656,33.461407,33.526592,168727.3957,292.493736
"943",943,"MA","Middlesex","Lexington","MAPC",0.262878168,0.737121832,0.228944247,0.771055753,10807,1180,0,0,66.791702,65.130356,17.131918,16.665064,102861.4808,140.753778,10807,1180,0,0,66.845032,65.188828,17.193499,16.68119,103097.1924,139.858759
"944",944,"MA","Middlesex","Lexington","MAPC",0.187228497,0.812771503,0.133906634,0.866093366,13503,2281,0,0,67.848,69.272873,17.638844,17.204527,85886.69447,130.464877,13503,2281,0,0,67.946175,69.364052,17.679539,17.220886,85631.24897,128.817293
"945",945,"MA","Middlesex","Lexington","MAPC",0.203660253,0.796339747,0.133838384,0.866161616,13633,2244,0,0,69.210999,60.720657,18.776026,18.361267,16025.45677,31.46077,13633,2244,0,0,69.297127,60.794186,18.814877,18.377764,19252.00458,31.103691
"946",946,"MA","Middlesex","Lexington","MAPC",0.286522634,0.713477366,0.195238095,0.804761905,12082,2291,0,0,73.505829,78.466011,16.867851,16.672199,10925.55289,30.339814,12082,2291,0,0,73.756538,78.724678,16.89282,16.689678,10767.38241,29.858822
"947",947,"MA","Middlesex","Lexington","MAPC",0.285401003,0.714598997,0.18877551,0.81122449,6441,1000,0,0,72.931274,74.440735,17.077833,16.855495,32700.39802,43.121625,6441,1000,0,0,73.006348,74.507401,17.110687,16.873398,30546.3248,42.453433
"948",948,"MA","Middlesex","Lexington","MAPC",0.225888325,0.774111675,0.248148148,0.751851852,13098,1905,0,0,65.116371,61.968075,18.227325,17.872812,15658.96005,24.359656,13098,1905,0,0,65.202965,62.027668,18.261934,17.887877,14476.19029,23.906919
"949",949,"MA","Middlesex","Lexington","MAPC",0.215657312,0.784342688,0.248945148,0.751054852,9737,874,0,0,65.539597,58.833771,16.790171,16.561028,33031.74134,46.515922,9737,874,0,0,65.564835,58.859547,16.818228,16.574814,32127.49917,45.697977
"950",950,"MA","Middlesex","Lexington","MAPC",0.271255061,0.728744939,0.18424102,0.81575898,14318,1260,0,0,60.497746,68.800308,17.957417,17.567024,27919.05688,63.393954,14318,1260,0,0,60.546707,68.91864,17.977325,17.585052,27493.40824,63.204863
"951",951,"MA","Middlesex","Lexington","MAPC",0.198184569,0.801815431,0.207171315,0.792828685,11025,1042,0,0,79.778885,66.555984,25.904118,25.88269,57848.55031,110.502471,11025,1042,0,0,79.800575,66.575829,25.921488,25.88876,57172.06835,108.596773
"952",952,"MA","Middlesex","Lexington","MAPC",0.15933642,0.84066358,0.146666667,0.853333333,10020,1277,0,0,62.393612,65.413895,16.137188,15.772432,16381.79447,24.968673,10020,1277,0,0,62.458187,65.498817,16.172691,15.792432,15098.29498,23.89434
"953",953,"MA","Middlesex","Lexington","MAPC",0.261853705,0.738146295,0.136090727,0.863909273,15579,2244,0,0,68.738884,69.672745,18.684021,18.368692,8736.382994,26.358325,15579,2244,0,0,68.722549,69.662064,18.71084,18.373617,8168.593138,26.131118
"954",954,"MA","Middlesex","Lexington","MAPC",0.125,0.875,0,1,12545,879,0,0,62.922531,81.705673,28.700851,29.185234,324604.017,474.672362,12545,879,0,0,62.94651,81.740906,28.720346,29.198229,319266.4635,473.148981
"955",955,"MA","Middlesex","Lexington","MAPC",0.381430364,0.618569636,0.134969325,0.865030675,15813,1285,0,0,89.135765,84.380417,20.996302,20.464319,45848.85887,65.309524,15813,1285,0,0,89.205101,84.322861,20.978144,20.46187,31652.34568,65.716042
"956",956,"MA","Middlesex","Lexington","MAPC",0,1,0,1,13532,1281,0,0,120.009491,106.140381,26.085648,26.113125,7024.536456,14.102762,13532,1281,0,0,120.423355,106.229057,26.071321,26.089602,10516.17849,15.13561
"957",957,"MA","Middlesex","Lexington","MAPC",0,1,0,1,10856,1152,0,0,106.641098,97.216148,37.075829,37.402405,0,0,10856,1152,0,0,106.619438,97.183105,37.038895,37.355965,0,0
"958",958,"MA","Middlesex","Lexington","MAPC",0.166666667,0.833333333,0,1,12640,1136,0,0,96.066788,89.035141,29.2992,29.25445,21551.70753,27.196466,12640,1136,0,0,96.07531,89.024361,29.247818,29.198685,8152.114655,27.704326
"959",959,"MA","Middlesex","Lexington","MAPC",0,1,0,1,13235,2056,0,0,94.342194,85.194847,33.782238,33.858845,817919.1201,1070.393358,13235,2056,0,0,94.538284,85.337921,33.799412,33.870098,783171.2705,1073.430416
"960",960,"MA","Middlesex","Lexington","MAPC",0.332683877,0.667316123,0.144578313,0.855421687,15155,2144,0,0,71.977341,71.394196,18.349209,17.664328,177541.9647,223.418569,15155,2144,0,0,72.139687,71.539978,18.366804,17.665098,172203.5227,221.356858
"961",961,"MA","Middlesex","Waltham","MAPC",0.099804305,0.900195695,0.168469861,0.831530139,153263,18597,0,169,68.70211,64.782356,23.071604,23.206697,11555.87197,21.13962,155281,18556,0,169,68.469597,65.05735,23.097248,23.209156,11459.86067,20.95679
"962",962,"MA","Middlesex","Waltham","MAPC",0.226744186,0.773255814,0,1,37453,6745,0,0,77.358711,77.012428,21.570324,21.836582,14814.86023,21.751078,34383,5944,0,0,77.422714,76.731514,21.577673,21.844854,14700.34197,21.506943
"963",963,"MA","Middlesex","Waltham","MAPC",0.212307692,0.787692308,0,1,23163,5125,0,0,21.445967,21.509192,23.987364,24.448059,0,0,23163,5125,0,0,21.455702,21.51833,24.055996,24.518909,0,0
"964",964,"MA","Middlesex","Waltham","MAPC",0.114864865,0.885135135,0.207792208,0.792207792,5853,2164,0,0,75.798347,77.817795,15.003182,15.065995,27495.28444,38.779287,5853,2164,0,0,75.888748,77.588257,15.032647,15.070158,27236.50139,37.853796
"965",965,"MA","Middlesex","Waltham","MAPC",0.260289855,0.739710145,0.229905437,0.770094563,6634,2155,0,0,82.812851,87.752594,17.363157,17.017612,15562.27465,28.190441,6634,2155,0,0,82.990631,87.369637,17.416716,17.024185,12519.46526,28.185939
"966",966,"MA","Middlesex","Waltham","MAPC",0.303941606,0.696058394,0.183486239,0.816513761,15794,4604,0,0,73.118393,78.082771,17.556372,17.387537,2938.241783,14.92168,15794,4604,0,0,73.2743,77.742508,17.574572,17.394867,2907.411884,14.796138
"967",967,"MA","Middlesex","Waltham","MAPC",0.378772803,0.621227197,0.241581259,0.758418741,13951,4230,0,164,79.260742,83.410027,17.876493,17.646311,0,0,13951,4230,0,164,79.581741,83.150635,17.902845,17.65296,0,0
"968",968,"MA","Middlesex","Waltham","MAPC",0.411764706,0.588235294,0,1,20667,4005,0,0,86.818993,86.37471,25.783195,26.01288,52967.3583,72.930408,20667,4005,0,0,86.906868,86.463638,25.790291,26.01531,53018.55999,73.337043
"969",969,"MA","Middlesex","Waltham","MAPC",0.238294899,0.761705101,0.242268041,0.757731959,17905,4663,0,0,79.9086,60.41872,17.521158,17.243031,16959.1213,27.46395,17905,4663,0,0,79.995049,60.242542,17.547918,17.251022,16929.07457,27.437389
"970",970,"MA","Middlesex","Waltham","MAPC",0.098720293,0.901279707,0.237804878,0.762195122,11048,2709,0,0,99.767426,70.425766,22.655205,22.541088,64079.36257,105.929171,11048,2709,0,0,100.070831,70.354736,22.681749,22.542704,64006.43646,106.120047
"971",971,"MA","Middlesex","Waltham","MAPC",0.096491228,0.903508772,0.226027397,0.773972603,7791,1871,0,0,100.750694,75.813705,22.864679,23.284477,240806.6461,305.600097,7791,1871,0,0,101.048111,75.711517,22.879078,23.285654,238163.1161,302.75282
"972",972,"MA","Middlesex","Waltham","MAPC",0.054054054,0.945945946,0.261904762,0.738095238,0,0,0,0,123.663849,111.406769,33.885853,35.727283,6194.220172,11.376826,0,0,0,0,123.880936,111.517723,33.9011,35.728271,6187.298934,11.333966
"973",973,"MA","Middlesex","Waltham","MAPC",0,1,0,1,23020,3093,0,0,89.684402,84.089088,30.6196,31.526632,669009.5729,868.529282,23020,3093,0,0,89.964752,84.114159,30.629175,31.524664,660757.8539,880.052594
"974",974,"MA","Middlesex","Waltham","MAPC",0.214084507,0.785915493,0.293269231,0.706730769,28470,3445,0,0,74.256447,71.343445,29.69046,30.288149,203203.7452,282.830815,28470,3445,0,0,74.265114,71.402466,29.703848,30.288723,201943.6746,281.135156
"975",975,"MA","Middlesex","Waltham","MAPC",0.745454545,0.254545455,0.294117647,0.705882353,15076,3821,0,0,91.414574,89.558311,29.612726,29.074696,40758.22767,84.226468,15076,3821,0,0,91.734932,89.597412,29.62464,29.076614,40806.15659,84.150286
"976",976,"MA","Middlesex","Waltham","MAPC",0.144667371,0.855332629,0.293670886,0.706329114,37015,6120,0,0,66.373024,59.746845,20.275078,20.3995,49756.02128,64.316512,37015,6120,0,0,66.235954,59.685646,20.286064,20.405752,48341.82911,63.71252
"977",977,"MA","Middlesex","Waltham","MAPC",0.407594937,0.592405063,0.373684211,0.626315789,37754,6363,0,114,62.060249,61.562134,27.667395,28.394272,26236.30263,35.912302,37754,6363,0,114,62.199436,61.646294,27.682064,28.395952,26069.05976,35.539702
"978",978,"MA","Middlesex","Waltham","MAPC",0.250475105,0.749524895,0.297560976,0.702439024,54238,9921,0,114,57.517403,59.456398,16.76619,16.806446,0,11.87306,39333,6867,0,114,57.453129,59.352169,16.789753,16.82778,0,11.767382
"979",979,"MA","Middlesex","Waltham","MAPC",0.405707196,0.594292804,0.38365651,0.61634349,106207,16355,0,114,51.048351,52.569443,17.857029,17.917454,38141.03976,117.00849,80959,14240,0,114,50.950127,52.737404,17.886963,17.938959,37940.75081,115.70863
"980",980,"MA","Middlesex","Waltham","MAPC",0.373584906,0.626415094,0.396276596,0.603723404,114073,17714,0,114,55.967331,54.058002,19.994745,20.092888,97967.59901,177.571403,97327,15122,0,114,55.926647,54.274658,20.007746,20.10317,97112.67483,173.513851
"981",981,"MA","Middlesex","Waltham","MAPC",0.378550571,0.621449429,0.435126582,0.564873418,65484,11599,0,0,49.350636,50.70034,17.67548,17.729376,75648.18526,118.778626,65484,11599,0,0,49.344803,50.717583,17.714329,17.735407,75312.68852,117.208493
"982",982,"MA","Middlesex","Waltham","MAPC",0.294411178,0.705588822,0.383561644,0.616438356,40603,6635,0,114,54.142776,57.02771,21.596354,22.313919,19355.65103,32.042226,40603,6635,0,114,54.739174,55.826805,21.605482,22.319555,19266.97389,31.909316
"983",983,"MA","Middlesex","Waltham","MAPC",0.187861272,0.812138728,0.337634409,0.662365591,45545,7293,0,114,58.78175,59.538364,18.453306,18.735518,61758.15875,97.672,45545,7293,0,114,58.875183,59.567596,18.467157,18.740074,61607.51311,97.442133
"984",984,"MA","Middlesex","Waltham","MAPC",0.299279928,0.700720072,0,1,159504,22963,0,0,22.586382,21.981224,28.038574,28.78303,0,0,159918,23133,0,0,22.683971,22.185213,28.05588,28.78928,0,0
"985",985,"MA","Middlesex","Waltham","MAPC",0.347926267,0.652073733,0.336012862,0.663987138,133049,20608,0,0,68.662193,69.08728,23.250177,23.568207,20982.97263,27.974662,133147,20598,0,0,74.967224,74.096909,23.258829,23.567289,20968.14535,28.104977
"986",986,"MA","Middlesex","Waltham","MAPC",0.349609375,0.650390625,0.295454545,0.704545455,115565,18101,0,114,56.925819,56.073277,24.645046,25.085079,31442.07419,50.807096,115881,18281,0,114,57.281166,56.078915,24.659971,25.08535,31266.78661,50.189385
"987",987,"MA","Middlesex","Waltham","MAPC",0.504875406,0.495124594,0.341772152,0.658227848,113879,18037,0,0,56.54533,57.605324,20.558809,20.618176,47857.76018,111.861305,83032,14526,0,0,56.252003,57.531712,20.61902,20.63652,47731.31917,111.369823
"988",988,"MA","Middlesex","Waltham","MAPC",0.543973941,0.456026059,0.383966245,0.616033755,134577,20138,0,114,51.126011,52.072376,19.445417,19.725344,70654.26312,126.369146,95748,15249,0,114,50.908379,52.167366,19.492432,19.740128,70640.74005,125.795476
"989",989,"MA","Middlesex","Waltham","MAPC",0.592033796,0.407966204,0.430835735,0.569164265,415293,43221,12434,283,51.692211,52.826099,21.927828,22.212154,76496.16379,211.781927,413617,43107,12434,283,51.724876,52.877098,21.952997,22.219727,76243.38782,209.326703
"990",990,"MA","Middlesex","Waltham","MAPC",0.117283951,0.882716049,0.16748366,0.83251634,59446,13003,0,0,56.509109,57.999912,17.538446,17.516758,24501.90744,39.742778,59446,13003,0,0,56.54269,58.017651,17.580324,17.523254,24366.42489,39.182931
"991",991,"MA","Middlesex","Waltham","MAPC",0.158338741,0.841661259,0.416363636,0.583636364,77800,14701,0,0,54.072567,55.279911,17.692654,17.618452,17666.88823,53.24093,76425,14481,0,0,54.058521,55.306831,17.722429,17.624426,15217.69411,52.571805
"992",992,"MA","Middlesex","Waltham","MAPC",0.386693017,0.613306983,0.420647149,0.579352851,69433,12018,0,0,57.953453,56.096329,19.80584,19.819035,61639.01121,114.763953,67348,11748,0,0,58.042118,56.023449,19.826229,19.823509,60000.71276,114.406256
"993",993,"MA","Middlesex","Waltham","MAPC",0.504834254,0.495165746,0.44494721,0.55505279,358464,34179,6273,114,53.704887,56.529415,17.408783,17.818989,6497.264053,27.415112,308410,30009,6273,114,53.844288,56.754478,17.438843,17.830173,3028.645342,27.057351
"994",994,"MA","Middlesex","Waltham","MAPC",0.5112,0.4888,0.436149312,0.563850688,81739,14370,0,114,60.50729,60.531334,21.863174,22.607372,46180.38758,85.048437,81739,14370,0,114,60.535469,60.510807,21.886084,22.608273,40992.16061,84.456027
"995",995,"MA","Middlesex","Waltham","MAPC",0.41885626,0.58114374,0.46,0.54,217208,25022,6273,114,58.861359,58.628235,21.124163,21.577461,17723.51925,72.282907,129694,19507,0,114,58.882202,58.650379,21.170408,21.599993,17602.97419,72.024986
"996",996,"MA","Middlesex","Waltham","MAPC",0.242071882,0.757928118,0.360178971,0.639821029,57515,10579,0,0,63.812817,65.151955,16.42178,16.755247,0,42.410518,56558,10299,0,0,63.967937,65.892548,16.443077,16.760612,0,41.604745
"997",997,"MA","Middlesex","Waltham","MAPC",0.454836415,0.545163585,0.386382281,0.613617719,85628,14439,0,114,63.626076,66.767799,17.114719,17.395927,0,25.277074,66762,12660,0,114,64.255669,67.80896,17.144539,17.410419,0,25.080374
"998",998,"MA","Middlesex","Waltham","MAPC",0.363984674,0.636015326,0.374795417,0.625204583,46646,8923,0,0,69.453751,72.059311,20.140135,20.506598,10680.91851,51.062466,30933,5873,0,0,69.931526,72.151314,20.165413,20.517845,10652.3554,50.589768
"999",999,"MA","Middlesex","Newton","MAPC",0.271221532,0.728778468,0.325925926,0.674074074,60863,10114,0,0,62.291359,54.740475,22.141285,21.560287,830332.0598,1143.729878,60863,10114,0,0,62.108856,54.554962,22.185198,21.566652,826741.7318,1139.721622
"1000",1000,"MA","Middlesex","Newton","MAPC",0.19665272,0.80334728,0.326781327,0.673218673,63159,10637,0,0,61.391968,57.095665,17.21352,16.722208,190846.7221,303.369224,61824,10366,0,0,61.013565,56.901314,17.23842,16.724237,187622.9695,300.682033
"1001",1001,"MA","Middlesex","Newton","MAPC",0.225294835,0.774705165,0.328066914,0.671933086,99356,15852,0,0,62.905575,59.514923,17.893322,17.468136,81950.29152,136.804022,100253,15880,0,0,62.923531,59.507645,17.922132,17.470589,81162.45884,135.640576
"1002",1002,"MA","Middlesex","Newton","MAPC",0.253481894,0.746518106,0.328629032,0.671370968,53280,10339,0,0,65.983681,59.510242,22.150217,21.69783,62434.91515,107.131814,53668,10412,0,0,66.043762,59.517559,22.180067,21.703142,55103.18627,105.596883
"1003",1003,"MA","Middlesex","Newton","MAPC",0.206764866,0.793235134,0.211360634,0.788639366,54861,10129,0,0,68.864494,66.508102,19.371128,18.939342,82527.01299,115.897745,54861,10129,0,0,69.010651,66.394737,19.411419,18.946663,73781.2876,113.746149
"1004",1004,"MA","Middlesex","Newton","MAPC",0.233626588,0.766373412,0.25,0.75,233047,26940,0,0,61.748013,63.182648,17.852287,17.757959,1565.280525,10.74633,233047,26940,0,0,61.788517,63.208485,17.871588,17.76619,1552.510157,10.733035
"1005",1005,"MA","Middlesex","Newton","MAPC",0.231904427,0.768095573,0.198518519,0.801481481,421861,42499,0,0,61.492832,63.657028,19.95694,19.922447,278283.4727,434.430333,421473,42426,0,0,61.48867,63.606171,19.978233,19.932491,278139.3634,433.975086
"1006",1006,"MA","Middlesex","Newton","MAPC",0.200896496,0.799103504,0.180497925,0.819502075,44765,7733,0,0,71.548454,77.399651,16.701038,16.901745,12115.37073,36.375638,44765,7733,0,0,71.555763,77.412079,16.725832,16.910063,10211.33345,35.983381
"1007",1007,"MA","Middlesex","Newton","MAPC",0.135272392,0.864727608,0.171324423,0.828675577,83862,13768,0,0,68.288322,73.262909,17.464235,17.619015,53827.47199,80.888072,83862,13768,0,0,68.262321,73.259491,17.483639,17.626904,53054.73742,79.239611
"1008",1008,"MA","Middlesex","Newton","MAPC",0.256157635,0.743842365,0.151515152,0.848484848,237047,26261,0,0,74.223145,79.858543,20.631285,21.118307,28253.50816,62.894205,236631,26117,0,0,74.191246,79.853012,20.649591,21.135536,28019.89399,62.562673
"1009",1009,"MA","Middlesex","Newton","MAPC",0.243902439,0.756097561,0.195121951,0.804878049,68060,12411,0,0,78.357277,81.406944,19.03738,19.351324,25567.52775,92.978661,62781,12151,0,0,78.608482,81.686417,19.05941,19.35965,25609.54739,92.333607
"1010",1010,"MA","Middlesex","Newton","MAPC",0.20836143,0.79163857,0.208103131,0.791896869,154460,18375,0,0,75.581726,71.404747,21.317307,22.010437,40647.41223,83.150963,154460,18375,0,0,75.589043,71.373199,21.328051,22.00519,40594.46683,82.632465
"1011",1011,"MA","Middlesex","Newton","MAPC",0.245103229,0.754896771,0.21887287,0.78112713,61491,8805,0,0,75.977272,74.662491,19.670107,19.940557,26587.62822,40.273755,61491,8805,0,0,75.98481,74.645317,19.686546,19.945862,26725.61402,40.358707
"1012",1012,"MA","Middlesex","Newton","MAPC",0.211153221,0.788846779,0.218375499,0.781624501,185363,22073,6101,226,67.555161,65.796585,21.392324,21.641203,233370.5817,308.44873,185363,22073,6101,226,67.525116,65.803459,21.396446,21.662117,233200.7619,308.433487
"1013",1013,"MA","Middlesex","Newton","MAPC",0.184434968,0.815565032,0.330143541,0.669856459,65676,10384,666,247,58.275867,55.496681,17.039207,17.438557,698942.8782,880.376368,63848,9597,666,247,58.057007,55.451145,17.083632,17.444929,696500.9071,852.953004
"1014",1014,"MA","Middlesex","Newton","MAPC",0.124302789,0.875697211,0.162740899,0.837259101,59220,8753,666,0,62.846214,60.878483,17.346176,17.106941,59302.31436,77.496633,59220,8753,666,0,62.580803,60.879955,17.39624,17.111963,59152.75524,77.923075
"1015",1015,"MA","Middlesex","Newton","MAPC",0.148891677,0.851108323,0.139226519,0.860773481,116598,19211,0,52,57.231594,57.859627,15.802498,15.879926,45217.16386,57.957469,118094,19346,0,52,56.85825,57.639534,15.843038,15.888408,44361.13808,57.011377
"1016",1016,"MA","Middlesex","Newton","MAPC",0.213304411,0.786695589,0,1,408780,45121,0,299,39.366356,39.880924,28.245714,27.65086,0,0,408780,45121,666,299,37.483082,38.020592,28.276274,27.669558,0,0
"1017",1017,"MA","Middlesex","Newton","MAPC",0.26335346,0.73664654,0.15625,0.84375,419930,45559,1467,0,56.863453,57.507687,20.880219,21.059301,35543.01722,81.619612,419370,45552,1467,0,52.457008,53.106583,20.929777,21.068661,35375.40626,81.605245
"1018",1018,"MA","Middlesex","Newton","MAPC",0.141643059,0.858356941,0.154738878,0.845261122,378206,40599,606,226,58.305958,56.968311,19.58219,18.998528,105431.1463,151.822326,378206,40599,606,226,58.288353,56.967064,19.613247,19.004866,104177.4299,150.967156
"1019",1019,"MA","Middlesex","Newton","MAPC",0.121373594,0.878626406,0.105691057,0.894308943,393252,43540,606,226,55.413654,55.564411,18.45933,18.28277,69684.26535,103.037549,393252,43540,606,226,55.409191,55.565884,18.481354,18.287354,69141.30631,102.637814
"1020",1020,"MA","Middlesex","Newton","MAPC",0.181607419,0.818392581,0.14511041,0.85488959,250571,29836,0,0,56.352112,56.171608,18.159435,18.148695,61416.8907,90.760471,250571,29836,0,0,56.342533,56.173038,18.191311,18.151411,60485.13794,90.46337
"1021",1021,"MA","Middlesex","Newton","MAPC",0.176844162,0.823155838,0.247873633,0.752126367,61582,9953,0,0,65.973656,64.257317,18.455767,18.234501,113525.7632,165.499259,61582,9953,0,0,65.767365,64.244339,18.503702,18.23888,111914.189,165.359595
"1022",1022,"MA","Middlesex","Newton","MAPC",0.152282572,0.847717428,0.198319328,0.801680672,193766,23114,0,0,62.023998,64.720863,18.206591,18.095043,5372.053896,17.178462,193766,23114,0,0,62.045788,64.708755,18.246937,18.101748,4009.124172,16.761935
