TAZ_ID,State,County,Town,RPA,Minority,Low_inc,Jobs30Hwy,Jobs60Trn,Retl30Hwy,Retl60Trn,HEdu20Hwy,HEdu40Trn,Heal20Hwy,Heal40Trn,TrnProdTm,TrnAttrTm,HwyProdTm,HwyAttrTm,JobsAccCmp,RetlAccCmp,HEduAccCmp,HealAccCmp,CongVMT_sqmi,TotalVMT_sqmi,TotalVHT_sqmi,CO_sqmi,NOX_sqmi,VOC_sqmi,CO2_sqmi
3073,MA,Worcester,Westborough,CMRPC,#N/A,#N/A,127408,0,12661,0,0,0,0,0,0,0,24.971945,25.227175,127408,12661,0,0,1667.437566,15244.85126,512.528871,12.562318,0.569461,0.300085,3567.785219
3074,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,177944,0,16574,0,0,0,0,0,0,0,22.833822,23.144344,177944,16574,0,0,121.578405,4485.67451,153.819899,3.692085,0.165304,0.088096,1047.124463
3075,MA,Worcester,Grafton,CMRPC,#N/A,#N/A,154774,29074,13641,1407,0,0,0,0,129.837952,108.140717,28.61441,29.435465,154257.4375,13590.72461,0,0,0,13837.05181,567.037022,11.91889,0.479766,0.302482,3550.21743
3076,MA,Worcester,Grafton,CMRPC,#N/A,#N/A,111607,0,9817,0,0,0,0,0,0,0,24.15822,24.058363,111607,9817,0,0,0,10681.74753,484.461831,9.797702,0.386995,0.24828,2904.775204
3077,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,182193,0,16833,0,0,0,0,0,0,0,21.496624,21.534578,182193,16833,0,0,15955.38206,48624.10772,1847.044482,43.293883,1.945456,1.055137,12399.10632
3078,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,168261,0,15252,0,0,0,0,0,0,0,23.476252,23.518362,168261,15252,0,0,33078.34391,63615.05431,2540.051536,56.914536,2.473431,1.402837,16526.01035
3079,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,186611,0,18477,0,0,0,0,0,0,0,22.378399,22.845884,186611,18477,0,0,9392.442755,33519.33437,1160.093891,28.572174,1.352663,0.674201,8044.395914
3080,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,193283,0,18561,0,0,0,0,0,0,0,22.214991,22.093748,193283,18561,0,0,0,13591.80562,656.421364,13.144304,0.50107,0.326796,3807.457775
3081,MA,Worcester,Northborough,CMRPC,#N/A,#N/A,202206,0,19467,0,0,0,0,0,0,0,22.429438,22.382542,202206,19467,0,0,3896.583784,15159.40461,567.944495,13.068154,0.560393,0.314325,3709.52169
3082,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,191523,0,17997,0,0,0,0,0,0,0,22.859367,22.632895,191523,17997,0,0,0,3761.337158,189.63655,3.83096,0.141794,0.093166,1084.848369
3083,MA,Worcester,Northborough,CMRPC,#N/A,#N/A,220115,0,20772,0,0,0,67,0,0,0,20.700937,20.660389,220114.9844,20772,0,67,16792.33276,29953.46641,1020.108962,25.813102,1.128139,0.60862,7197.260966
3084,MA,Worcester,Northborough,CMRPC,#N/A,#N/A,209017,0,20393,0,0,0,108,0,0,0,23.034994,23.254673,209017,20393,0,108,17013.59823,33860.22562,755.491969,37.052698,1.768239,0.614398,7347.01295
3085,MA,Worcester,Grafton,CMRPC,#N/A,#N/A,147613,0,13109,0,0,0,0,0,113.667397,110.438477,22.641844,22.436483,147569.1719,13105.10742,0,0,23193.38752,40543.89165,1589.732316,39.020813,1.695315,0.896377,10571.98681
3086,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,149372,760,12909,203,0,0,0,0,93.824951,92.387672,22.177927,20.754482,147791.8594,12773.90039,0,0,54827.12505,123182.8388,4248.143006,105.481246,4.881707,2.503733,29890.14999
3087,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,169398,10938,15717,544,0,0,0,0,79.660568,96.801064,20.243538,19.825083,166925.0469,15480.20801,0,0,73784.48424,116212.5065,6130.769258,118.056979,4.547315,3.008908,34908.03294
3088,MA,Worcester,Shrewsbury,CMRPC,#N/A,#N/A,165636,0,14153,0,0,0,0,0,0,0,21.558001,22.200382,165636,14153,0,0,0,19819.39242,815.3192,17.04541,0.723681,0.433711,5192.504275
3089,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,146756,0,12992,0,0,0,0,0,100.712135,101.588531,22.168341,22.221037,146249.4063,12947.15234,0,0,0,19118.16847,671.553569,16.376748,0.757027,0.386172,4581.891349
3090,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,156108,7618,13625,242,0,0,0,0,81.400162,80.383118,19.833035,20.423088,153342.4375,13375.74707,0,0,0,41331.91748,1911.476826,39.649516,1.599155,0.968984,11393.02719
3091,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,167006,1826,14918,309,0,0,0,0,86.901497,89.534836,20.60096,20.683771,164886.7813,14730.57129,0,0,45853.89666,137528.5515,5230.495851,121.174255,5.465595,2.918564,34493.11474
3092,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,150102,1037,13227,213,0,0,0,0,90.028793,94.165932,21.500242,21.594093,148464.5313,13084.04199,0,0,0,3048.342067,173.415949,3.304269,0.115624,0.081817,937.02656
3093,MA,Worcester,Worcester,CMRPC,#N/A,#N/A,147825,9136,12941,392,0,0,0,0,81.609001,80.771103,20.958855,20.948109,145849.6094,12762.26074,0,0,53575.87385,169424.5092,9457.366809,175.584611,6.757124,4.509202,52003.51805
